#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,Stopped,End of File
6127,04-20-2024 05:20:50,3.28,71.92,-1.29,,,
6128,04-20-2024 05:30:50,3.53,70.85,-1.26,,,
6129,04-20-2024 05:40:50,3.05,70.84,-1.72,,,
6130,04-20-2024 05:50:50,2.94,72.00,-1.61,,,
6131,04-20-2024 06:00:50,2.99,72.46,-1.47,,,
6132,04-20-2024 06:10:50,2.73,73.12,-1.60,,,
6133,04-20-2024 06:20:50,2.52,75.16,-1.43,,,
6134,04-20-2024 06:30:50,2.44,75.17,-1.50,,,
6135,04-20-2024 06:40:50,2.47,74.86,-1.53,,,
6136,04-20-2024 06:50:50,2.66,74.87,-1.35,,,
6137,04-20-2024 07:00:50,2.81,74.40,-1.29,,,
6138,04-20-2024 07:10:50,2.95,74.29,-1.17,,,
6139,04-20-2024 07:20:50,3.04,74.63,-1.02,,,
6140,04-20-2024 07:30:50,3.38,73.95,-0.82,,,
6141,04-20-2024 07:40:50,4.10,71.38,-0.60,,,
6142,04-20-2024 07:50:50,5.86,71.51,1.12,,,
6143,04-20-2024 08:00:50,7.88,60.04,0.61,,,
6144,04-20-2024 08:10:50,8.91,59.53,1.47,,,
6145,04-20-2024 08:20:50,9.95,54.32,1.17,,,
6146,04-20-2024 08:30:50,9.80,55.02,1.20,,,
6147,04-20-2024 08:40:50,9.91,55.94,1.53,,,
6148,04-20-2024 08:50:50,10.67,50.74,0.89,,,
6149,04-20-2024 09:00:50,12.74,49.49,2.45,,,
6150,04-20-2024 09:10:50,15.76,41.58,2.76,,,
6151,04-20-2024 09:20:50,18.24,39.37,4.20,,,
6152,04-20-2024 09:30:50,19.25,43.40,6.52,,,
6153,04-20-2024 09:40:50,20.25,40.09,6.26,,,
6154,04-20-2024 09:50:50,21.66,35.69,5.84,,,
6155,04-20-2024 10:00:50,22.39,39.82,8.08,,,
6156,04-20-2024 10:10:50,22.86,28.65,3.74,,,
6157,04-20-2024 10:20:50,23.79,33.03,6.58,,,
6158,04-20-2024 10:30:50,24.97,34.00,8.04,,,
6159,04-20-2024 10:40:50,24.82,33.48,7.68,,,
6160,04-20-2024 10:50:50,24.59,25.17,3.37,,,
6161,04-20-2024 11:00:50,24.23,23.46,2.08,,,
6162,04-20-2024 11:10:50,23.54,27.54,3.75,,,
6163,04-20-2024 11:20:50,21.98,27.93,2.62,,,
6164,04-20-2024 11:30:50,22.71,25.42,1.92,,,
6165,04-20-2024 11:40:50,23.30,26.68,3.11,,,
6166,04-20-2024 11:50:50,23.90,21.76,0.76,,,
6167,04-20-2024 12:00:50,23.16,25.04,2.09,,,
6168,04-20-2024 12:10:50,21.97,26.73,2.00,,,
6169,04-20-2024 12:20:50,20.85,30.73,2.98,,,
6170,04-20-2024 12:30:50,20.30,27.51,0.97,,,
6171,04-20-2024 12:40:50,21.89,30.03,3.56,,,
6172,04-20-2024 12:50:50,22.28,27.92,2.87,,,
6173,04-20-2024 13:00:50,21.49,27.39,1.93,,,
6174,04-20-2024 13:10:50,20.84,28.28,1.81,,,
6175,04-20-2024 13:20:50,21.82,30.09,3.54,,,
6176,04-20-2024 13:30:50,22.70,28.92,3.73,,,
6177,04-20-2024 13:40:50,21.82,24.67,0.75,,,
6178,04-20-2024 13:50:50,22.42,27.14,2.59,,,
6179,04-20-2024 14:00:50,21.55,25.12,0.77,,,
6180,04-20-2024 14:10:50,21.44,28.28,2.33,,,
6181,04-20-2024 14:20:50,21.69,30.41,3.58,,,
6182,04-20-2024 14:30:50,20.86,40.18,6.84,,,
6183,04-20-2024 14:40:50,18.77,42.67,5.83,,,
6184,04-20-2024 14:50:50,16.71,46.90,5.32,,,
6185,04-20-2024 15:00:50,15.99,49.50,5.44,,,
6186,04-20-2024 15:10:50,15.17,50.42,4.96,,,
6187,04-20-2024 15:20:50,14.65,52.21,4.97,,,
6188,04-20-2024 15:30:50,14.06,53.97,4.90,,,
6189,04-20-2024 15:40:50,13.70,53.66,4.49,,,
6190,04-20-2024 15:50:50,13.56,52.20,3.97,,,
6191,04-20-2024 16:00:50,13.40,50.92,3.46,,,
6192,04-20-2024 16:10:50,13.53,54.27,4.49,,,
6193,04-20-2024 16:20:50,12.95,61.03,5.63,,,
6194,04-20-2024 16:30:50,12.40,64.98,6.01,,,
6195,04-20-2024 16:40:50,11.84,64.61,5.40,,,
6196,04-20-2024 16:50:50,11.63,64.07,5.08,,,
6197,04-20-2024 17:00:50,11.53,67.64,5.76,,,
6198,04-20-2024 17:10:50,10.87,73.11,6.26,,,
6199,04-20-2024 17:20:50,10.20,75.72,6.11,,,
6200,04-20-2024 17:30:50,9.78,80.01,6.51,,,
6201,04-20-2024 17:40:50,9.47,83.91,6.89,,,
6202,04-20-2024 17:50:50,9.15,85.24,6.81,,,
6203,04-20-2024 18:00:50,8.96,87.93,7.08,,,
6204,04-20-2024 18:10:50,8.85,89.43,7.21,,,
6205,04-20-2024 18:20:50,8.71,89.46,7.08,,,
6206,04-20-2024 18:30:50,8.37,89.36,6.73,,,
6207,04-20-2024 18:40:50,8.38,90.66,6.96,,,
6208,04-20-2024 18:50:50,8.34,90.02,6.81,,,
6209,04-20-2024 19:00:50,8.33,90.29,6.84,,,
6210,04-20-2024 19:10:50,8.33,89.54,6.72,,,
6211,04-20-2024 19:20:50,8.27,90.45,6.80,,,
6212,04-20-2024 19:30:50,8.22,89.09,6.54,,,
6213,04-20-2024 19:40:50,8.20,89.42,6.57,,,
6214,04-20-2024 19:50:50,8.39,87.62,6.47,,,
6215,04-20-2024 20:00:50,8.37,87.80,6.48,,,
6216,04-20-2024 20:10:50,8.26,86.20,6.10,,,
6217,04-20-2024 20:20:50,7.97,86.23,5.82,,,
6218,04-20-2024 20:30:50,7.67,86.97,5.64,,,
6219,04-20-2024 20:40:50,7.78,85.54,5.52,,,
6220,04-20-2024 20:50:50,8.08,84.68,5.67,,,
6221,04-20-2024 21:00:50,7.87,84.80,5.48,,,
6222,04-20-2024 21:10:50,7.18,87.90,5.32,,,
6223,04-20-2024 21:20:50,6.67,90.29,5.20,,,
6224,04-20-2024 21:30:50,6.76,90.93,5.39,,,
6225,04-20-2024 21:40:50,6.68,90.14,5.18,,,
6226,04-20-2024 21:50:50,6.64,87.02,4.64,,,
6227,04-20-2024 22:00:50,7.07,84.91,4.71,,,
6228,04-20-2024 22:10:50,7.23,83.67,4.65,,,
6229,04-20-2024 22:20:50,7.02,83.81,4.48,,,
6230,04-20-2024 22:30:50,6.63,85.27,4.34,,,
6231,04-20-2024 22:40:50,7.03,83.15,4.38,,,
6232,04-20-2024 22:50:50,7.08,82.87,4.37,,,
6233,04-20-2024 23:00:50,7.33,81.85,4.45,,,
6234,04-20-2024 23:10:50,7.34,80.89,4.29,,,
6235,04-20-2024 23:20:50,7.48,79.46,4.17,,,
6236,04-20-2024 23:30:50,7.44,80.02,4.23,,,
6237,04-20-2024 23:40:50,7.26,80.18,4.08,,,
6238,04-20-2024 23:50:50,7.04,80.04,3.84,,,
6239,04-21-2024 00:00:50,6.72,81.90,3.86,,,
6240,04-21-2024 00:10:50,6.93,80.84,3.87,,,
6241,04-21-2024 00:20:50,7.01,80.97,3.98,,,
6242,04-21-2024 00:30:50,7.11,78.55,3.64,,,
6243,04-21-2024 00:40:50,7.28,77.88,3.69,,,
6244,04-21-2024 00:50:50,7.32,78.21,3.79,,,
6245,04-21-2024 01:00:50,7.35,77.00,3.60,,,
6246,04-21-2024 01:10:50,7.33,77.02,3.58,,,
6247,04-21-2024 01:20:50,7.38,75.64,3.37,,,
6248,04-21-2024 01:30:50,7.43,75.55,3.40,,,
6249,04-21-2024 01:40:50,7.41,76.04,3.47,,,
6250,04-21-2024 01:50:50,7.34,75.78,3.36,,,
6251,04-21-2024 02:00:50,7.43,74.61,3.22,,,
6252,04-21-2024 02:10:50,7.23,76.31,3.34,,,
6253,04-21-2024 02:20:50,7.15,76.91,3.38,,,
6254,04-21-2024 02:30:50,7.03,78.53,3.56,,,
6255,04-21-2024 02:40:50,7.15,78.34,3.64,,,
6256,04-21-2024 02:50:50,6.97,80.13,3.79,,,
6257,04-21-2024 03:00:50,6.87,80.38,3.74,,,
6258,04-21-2024 03:10:50,7.05,79.21,3.71,,,
6259,04-21-2024 03:20:50,7.03,78.36,3.53,,,
6260,04-21-2024 03:30:50,7.10,77.31,3.40,,,
6261,04-21-2024 03:40:50,7.07,78.43,3.58,,,
6262,04-21-2024 03:50:50,7.05,78.42,3.56,,,
6263,04-21-2024 04:00:50,7.00,77.09,3.27,,,
6264,04-21-2024 04:10:50,6.96,77.80,3.36,,,
6265,04-21-2024 04:20:50,6.84,78.41,3.35,,,
6266,04-21-2024 04:30:50,6.68,79.86,3.46,,,
6267,04-21-2024 04:40:50,6.35,81.00,3.33,,,
6268,04-21-2024 04:50:50,5.65,82.37,2.89,,,
6269,04-21-2024 05:00:50,4.88,84.76,2.53,,,
6270,04-21-2024 05:10:50,4.07,87.26,2.15,,,
6271,04-21-2024 05:20:50,3.58,89.12,1.96,,,
6272,04-21-2024 05:30:50,3.65,89.47,2.09,,,
6273,04-21-2024 05:40:50,3.68,89.48,2.11,,,
6274,04-21-2024 05:50:50,3.50,90.81,2.15,,,
6275,04-21-2024 06:00:50,3.76,88.92,2.11,,,
6276,04-21-2024 06:10:50,4.61,86.20,2.51,,,
6277,04-21-2024 06:20:50,4.88,84.28,2.45,,,
6278,04-21-2024 06:30:50,5.10,83.32,2.51,,,
6279,04-21-2024 06:40:50,5.62,82.65,2.90,,,
6280,04-21-2024 06:50:50,5.79,81.73,2.91,,,
6281,04-21-2024 07:00:50,5.71,81.67,2.83,,,
6282,04-21-2024 07:10:50,5.55,83.44,2.97,,,
6283,04-21-2024 07:20:50,5.34,84.16,2.89,,,
6284,04-21-2024 07:30:50,5.61,82.50,2.87,,,
6285,04-21-2024 07:40:50,5.70,82.73,3.00,,,
6286,04-21-2024 07:50:50,6.60,82.76,3.89,,,
6287,04-21-2024 08:00:50,7.82,81.34,4.83,,,
6288,04-21-2024 08:10:50,7.78,78.79,4.34,,,
6289,04-21-2024 08:20:50,7.96,79.67,4.67,,,
6290,04-21-2024 08:30:50,8.87,74.48,4.59,,,
6291,04-21-2024 08:40:50,8.65,75.68,4.61,,,
6292,04-21-2024 08:50:50,8.79,77.12,5.01,,,
6293,04-21-2024 09:00:50,10.99,74.51,6.65,,,
6294,04-21-2024 09:10:50,12.36,69.91,7.04,,,
6295,04-21-2024 09:20:50,14.07,56.31,5.52,,,
6296,04-21-2024 09:30:50,13.73,62.05,6.60,,,
6297,04-21-2024 09:40:50,12.80,63.24,6.00,,,
6298,04-21-2024 09:50:50,15.04,55.74,6.28,,,
6299,04-21-2024 10:00:50,17.06,53.60,7.59,,,
6300,04-21-2024 10:10:50,17.84,52.30,7.95,,,
6301,04-21-2024 10:20:50,18.11,50.21,7.60,,,
6302,04-21-2024 10:30:50,19.14,49.59,8.37,,,
6303,04-21-2024 10:40:50,20.09,46.69,8.34,,,
6304,04-21-2024 10:50:50,20.25,43.71,7.52,,,
6305,04-21-2024 11:00:50,20.09,45.68,8.02,,,
6306,04-21-2024 11:10:50,19.92,49.98,9.20,,,
6307,04-21-2024 11:20:50,20.33,47.13,8.71,,,
6308,04-21-2024 11:30:50,20.61,49.14,9.58,,,
6309,04-21-2024 11:40:50,20.74,49.10,9.69,,,
6310,04-21-2024 11:50:50,21.10,43.05,8.07,,,
6311,04-21-2024 12:00:50,21.08,43.04,8.05,,,
6312,04-21-2024 12:10:50,20.48,49.12,9.46,,,
6313,04-21-2024 12:20:50,20.34,45.05,8.05,,,
6314,04-21-2024 12:30:50,19.47,43.48,6.74,,,
6315,04-21-2024 12:40:50,18.18,44.06,5.76,,,
6316,04-21-2024 12:50:50,17.18,45.60,5.35,,,
6317,04-21-2024 13:00:50,16.30,47.54,5.15,,,
6318,04-21-2024 13:10:50,16.32,49.37,5.71,,,
6319,04-21-2024 13:20:50,15.88,46.81,4.54,,,
6320,04-21-2024 13:30:50,16.32,50.61,6.07,,,
6321,04-21-2024 13:40:50,17.11,48.16,6.08,,,
6322,04-21-2024 13:50:50,16.77,44.15,4.52,,,
6323,04-21-2024 14:00:50,16.79,48.63,5.93,,,
6324,04-21-2024 14:10:50,17.21,47.26,5.90,,,
6325,04-21-2024 14:20:50,16.49,45.67,4.75,,,
6326,04-21-2024 14:30:50,15.14,52.81,5.59,,,
6327,04-21-2024 14:40:50,13.85,56.03,5.25,,,
6328,04-21-2024 14:50:50,13.33,56.71,4.93,,,
6329,04-21-2024 15:00:50,13.44,56.77,5.05,,,
6330,04-21-2024 15:10:50,14.58,54.02,5.40,,,
6331,04-21-2024 15:20:50,15.24,58.12,7.07,,,
6332,04-21-2024 15:30:50,15.68,55.07,6.70,,,
6333,04-21-2024 15:40:50,15.53,57.38,7.16,,,
6334,04-21-2024 15:50:50,16.72,51.50,6.69,,,
6335,04-21-2024 16:00:50,18.64,50.23,8.09,,,
6336,04-21-2024 16:10:50,19.67,44.77,7.35,,,
6337,04-21-2024 16:20:50,17.20,47.88,6.07,,,
6338,04-21-2024 16:30:50,15.54,52.78,5.95,,,
6339,04-21-2024 16:40:50,16.54,52.30,6.74,,,
6340,04-21-2024 16:50:50,16.76,51.93,6.85,,,
6341,04-21-2024 17:00:50,14.70,53.30,5.32,,,
6342,04-21-2024 17:10:50,13.46,57.22,5.18,,,
6343,04-21-2024 17:20:50,13.01,59.18,5.24,,,
6344,04-21-2024 17:30:50,14.05,56.20,5.47,,,
6345,04-21-2024 17:40:50,15.66,51.64,5.75,,,
6346,04-21-2024 17:50:50,14.22,55.73,5.51,,,
6347,04-21-2024 18:00:50,14.01,55.05,5.14,,,
6348,04-21-2024 18:10:50,13.93,58.87,6.03,,,
6349,04-21-2024 18:20:50,13.17,59.86,5.55,,,
6350,04-21-2024 18:30:50,11.72,65.23,5.42,,,
6351,04-21-2024 18:40:50,10.81,65.06,4.52,,,
6352,04-21-2024 18:50:50,9.88,69.91,4.65,,,
6353,04-21-2024 19:00:50,9.63,71.12,4.66,,,
6354,04-21-2024 19:10:50,9.34,73.14,4.78,,,
6355,04-21-2024 19:20:50,9.00,76.37,5.07,,,
6356,04-21-2024 19:30:50,8.78,77.69,5.11,,,
6357,04-21-2024 19:40:50,8.50,77.98,4.89,,,
6358,04-21-2024 19:50:50,7.86,81.05,4.82,,,
6359,04-21-2024 20:00:50,7.29,82.14,4.45,,,
6360,04-21-2024 20:10:50,6.49,82.24,3.68,,,
6361,04-21-2024 20:20:50,6.02,85.35,3.76,,,
6362,04-21-2024 20:30:50,5.79,88.49,4.04,,,
6363,04-21-2024 20:40:50,5.43,89.31,3.82,,,
6364,04-21-2024 20:50:50,5.15,90.29,3.69,,,
6365,04-21-2024 21:00:50,4.97,91.18,3.66,,,
6366,04-21-2024 21:10:50,4.74,91.03,3.40,,,
6367,04-21-2024 21:20:50,4.88,91.91,3.68,,,
6368,04-21-2024 21:30:50,4.59,91.56,3.34,,,
6369,04-21-2024 21:40:50,4.51,92.11,3.35,,,
6370,04-21-2024 21:50:50,4.48,92.30,3.34,,,
6371,04-21-2024 22:00:50,4.39,92.33,3.26,,,
6372,04-21-2024 22:10:50,4.35,92.24,3.21,,,
6373,04-21-2024 22:20:50,4.17,92.17,3.01,,,
6374,04-21-2024 22:30:50,4.23,93.05,3.21,,,
6375,04-21-2024 22:40:50,4.17,92.90,3.13,,,
6376,04-21-2024 22:50:50,4.13,92.85,3.08,,,
6377,04-21-2024 23:00:50,4.08,93.06,3.06,,,
6378,04-21-2024 23:10:50,4.07,93.50,3.12,,,
6379,04-21-2024 23:20:50,4.37,94.43,3.56,,,
6380,04-21-2024 23:30:50,4.33,93.17,3.33,,,
6381,04-21-2024 23:40:50,4.23,93.05,3.21,,,
6382,04-21-2024 23:50:50,3.87,92.64,2.79,,,
6383,04-22-2024 00:00:50,3.70,92.88,2.65,,,
6384,04-22-2024 00:10:50,3.73,93.53,2.79,,,
6385,04-22-2024 00:20:50,3.70,93.22,2.71,,,
6386,04-22-2024 00:30:50,3.57,92.95,2.54,,,
6387,04-22-2024 00:40:50,3.87,91.99,2.69,,,
6388,04-22-2024 00:50:50,3.53,91.23,2.23,,,
6389,04-22-2024 01:00:50,3.55,91.62,2.31,,,
6390,04-22-2024 01:10:50,3.71,90.86,2.36,,,
6391,04-22-2024 01:20:50,3.77,91.48,2.52,,,
6392,04-22-2024 01:30:50,4.01,91.67,2.78,,,
6393,04-22-2024 01:40:50,4.26,92.56,3.16,,,
6394,04-22-2024 01:50:50,4.06,91.84,2.86,,,
6395,04-22-2024 02:00:50,4.42,90.82,3.05,,,
6396,04-22-2024 02:10:50,4.41,89.21,2.79,,,
6397,04-22-2024 02:20:50,4.66,89.09,3.02,,,
6398,04-22-2024 02:30:50,4.42,89.81,2.89,,,
6399,04-22-2024 02:40:50,4.30,90.17,2.83,,,
6400,04-22-2024 02:50:50,4.29,90.91,2.94,,,
6401,04-22-2024 03:00:50,4.30,90.35,2.86,,,
6402,04-22-2024 03:10:50,4.80,87.03,2.83,,,
6403,04-22-2024 03:20:50,4.97,85.00,2.67,,,
6404,04-22-2024 03:30:50,4.49,86.54,2.45,,,
6405,04-22-2024 03:40:50,4.24,88.45,2.51,,,
6406,04-22-2024 03:50:50,4.51,88.67,2.81,,,
6407,04-22-2024 04:00:50,4.91,86.50,2.85,,,
6408,04-22-2024 04:10:50,4.66,86.07,2.54,,,
6409,04-22-2024 04:20:50,3.79,86.36,1.73,,,
6410,04-22-2024 04:30:50,3.43,89.11,1.81,,,
6411,04-22-2024 04:40:50,2.91,90.28,1.48,,,
6412,04-22-2024 04:50:50,2.52,90.92,1.19,,,
6413,04-22-2024 05:00:50,2.28,92.16,1.14,,,
6414,04-22-2024 05:10:50,2.34,93.37,1.37,,,
6415,04-22-2024 05:20:50,2.79,91.98,1.61,,,
6416,04-22-2024 05:30:50,2.71,91.52,1.47,,,
6417,04-22-2024 05:40:50,2.32,92.09,1.17,,,
6418,04-22-2024 05:50:50,1.98,92.65,0.92,,,
6419,04-22-2024 06:00:50,2.00,93.65,1.09,,,
6420,04-22-2024 06:10:50,2.15,93.61,1.23,,,
6421,04-22-2024 06:20:50,2.15,93.96,1.28,,,
6422,04-22-2024 06:30:50,2.34,92.97,1.32,,,
6423,04-22-2024 06:40:50,2.37,94.00,1.50,,,
6424,04-22-2024 06:50:50,2.64,94.48,1.84,,,
6425,04-22-2024 07:00:50,2.90,94.27,2.07,,,
6426,04-22-2024 07:10:50,3.03,93.98,2.16,,,
6427,04-22-2024 07:20:50,3.47,93.98,2.60,,,
6428,04-22-2024 07:30:50,4.12,93.20,3.12,,,
6429,04-22-2024 07:40:50,5.27,89.83,3.74,,,
6430,04-22-2024 07:50:50,6.15,87.77,4.28,,,
6431,04-22-2024 08:00:50,6.69,83.95,4.18,,,
6432,04-22-2024 08:10:50,7.37,81.50,4.42,,,
6433,04-22-2024 08:20:50,7.97,77.98,4.37,,,
6434,04-22-2024 08:30:50,8.15,79.10,4.75,,,
6435,04-22-2024 08:40:50,8.03,78.95,4.61,,,
6436,04-22-2024 08:50:50,8.34,77.85,4.71,,,
6437,04-22-2024 09:00:50,9.42,81.37,6.40,,,
6438,04-22-2024 09:10:50,10.29,73.47,5.77,,,
6439,04-22-2024 09:20:50,13.43,62.99,6.54,,,
6440,04-22-2024 09:30:50,15.24,59.33,7.37,,,
6441,04-22-2024 09:40:50,15.81,60.62,8.23,,,
6442,04-22-2024 09:50:50,17.19,52.51,7.41,,,
6443,04-22-2024 10:00:50,17.58,49.57,6.92,,,
6444,04-22-2024 10:10:50,18.29,48.87,7.38,,,
6445,04-22-2024 10:20:50,19.18,50.96,8.81,,,
6446,04-22-2024 10:30:50,18.39,49.16,7.55,,,
6447,04-22-2024 10:40:50,17.97,49.15,7.16,,,
6448,04-22-2024 10:50:50,19.09,47.00,7.53,,,
6449,04-22-2024 11:00:50,19.86,44.01,7.27,,,
6450,04-22-2024 11:10:50,19.74,51.28,9.42,,,
6451,04-22-2024 11:20:50,19.42,45.41,7.33,,,
6452,04-22-2024 11:30:50,18.56,53.59,8.98,,,
6453,04-22-2024 11:40:50,18.92,47.19,7.43,,,
6454,04-22-2024 11:50:50,19.01,48.57,7.94,,,
6455,04-22-2024 12:00:50,18.18,51.53,8.04,,,
6456,04-22-2024 12:10:50,18.41,49.90,7.79,,,
6457,04-22-2024 12:20:50,18.14,54.45,8.83,,,
6458,04-22-2024 12:30:50,17.14,52.09,7.24,,,
6459,04-22-2024 12:40:50,15.65,58.20,7.48,,,
6460,04-22-2024 12:50:50,14.98,60.16,7.33,,,
6461,04-22-2024 13:00:50,14.70,59.08,6.81,,,
6462,04-22-2024 13:10:50,15.45,61.54,8.11,,,
6463,04-22-2024 13:20:50,15.92,55.24,6.97,,,
6464,04-22-2024 13:30:50,16.31,57.54,7.93,,,
6465,04-22-2024 13:40:50,16.32,58.49,8.18,,,
6466,04-22-2024 13:50:50,16.95,59.20,8.95,,,
6467,04-22-2024 14:00:50,16.90,54.38,7.65,,,
6468,04-22-2024 14:10:50,16.56,58.35,8.37,,,
6469,04-22-2024 14:20:50,16.44,57.66,8.08,,,
6470,04-22-2024 14:30:50,15.03,58.49,6.97,,,
6471,04-22-2024 14:40:50,13.62,62.95,6.71,,,
6472,04-22-2024 14:50:50,12.99,63.58,6.25,,,
6473,04-22-2024 15:00:50,13.50,62.74,6.55,,,
6474,04-22-2024 15:10:50,14.86,58.31,6.77,,,
6475,04-22-2024 15:20:50,15.74,56.39,7.10,,,
6476,04-22-2024 15:30:50,15.93,56.01,7.18,,,
6477,04-22-2024 15:40:50,16.82,53.29,7.29,,,
6478,04-22-2024 15:50:50,19.17,49.31,8.31,,,
6479,04-22-2024 16:00:50,20.55,45.36,8.34,,,
6480,04-22-2024 16:10:50,21.24,41.77,7.76,,,
6481,04-22-2024 16:20:50,19.69,47.64,8.28,,,
6482,04-22-2024 16:30:50,19.83,43.25,6.99,,,
6483,04-22-2024 16:40:50,19.66,45.44,7.55,,,
6484,04-22-2024 16:50:50,18.80,47.36,7.38,,,
6485,04-22-2024 17:00:50,16.69,54.14,7.39,,,
6486,04-22-2024 17:10:50,15.37,60.43,7.76,,,
6487,04-22-2024 17:20:50,15.70,57.36,7.31,,,
6488,04-22-2024 17:30:50,16.37,53.76,7.00,,,
6489,04-22-2024 17:40:50,16.71,51.59,6.70,,,
6490,04-22-2024 17:50:50,15.96,51.52,5.99,,,
6491,04-22-2024 18:00:50,15.28,52.46,5.63,,,
6492,04-22-2024 18:10:50,14.58,57.72,6.36,,,
6493,04-22-2024 18:20:50,13.51,62.45,6.49,,,
6494,04-22-2024 18:30:50,12.30,65.41,6.01,,,
6495,04-22-2024 18:40:50,11.31,72.09,6.48,,,
6496,04-22-2024 18:50:50,10.67,74.46,6.33,,,
6497,04-22-2024 19:00:50,10.34,75.66,6.24,,,
6498,04-22-2024 19:10:50,9.97,74.42,5.65,,,
6499,04-22-2024 19:20:50,9.77,69.30,4.43,,,
6500,04-22-2024 19:30:50,9.36,72.24,4.63,,,
6501,04-22-2024 19:40:50,9.07,72.98,4.49,,,
6502,04-22-2024 19:50:50,8.62,74.37,4.33,,,
6503,04-22-2024 20:00:50,8.22,77.13,4.46,,,
6504,04-22-2024 20:10:50,7.93,78.50,4.43,,,
6505,04-22-2024 20:20:50,7.63,78.23,4.09,,,
6506,04-22-2024 20:30:50,7.43,74.64,3.23,,,
6507,04-22-2024 20:40:50,7.44,74.86,3.28,,,
6508,04-22-2024 20:50:50,7.67,78.64,4.20,,,
6509,04-22-2024 21:00:50,7.79,75.67,3.78,,,
6510,04-22-2024 21:10:50,8.26,68.71,2.86,,,
6511,04-22-2024 21:20:50,8.22,76.14,4.28,,,
6512,04-22-2024 21:30:50,8.12,72.64,3.51,,,
6513,04-22-2024 21:40:50,8.14,72.65,3.53,,,
6514,04-22-2024 21:50:50,8.18,70.03,3.05,,,
6515,04-22-2024 22:00:50,8.33,68.50,2.88,,,
6516,04-22-2024 22:10:50,8.28,70.32,3.20,,,
6517,04-22-2024 22:20:50,8.57,69.03,3.22,,,
6518,04-22-2024 22:30:50,8.53,69.01,3.18,,,
6519,04-22-2024 22:40:50,8.57,71.80,3.78,,,
6520,04-22-2024 22:50:50,8.30,72.86,3.73,,,
6521,04-22-2024 23:00:50,7.98,74.55,3.74,,,
6522,04-22-2024 23:10:50,7.74,75.90,3.77,,,
6523,04-22-2024 23:20:50,7.42,76.42,3.55,,,
6524,04-22-2024 23:30:50,7.14,76.39,3.28,,,
6525,04-22-2024 23:40:50,6.86,78.36,3.37,,,
6526,04-22-2024 23:50:50,6.70,80.09,3.52,,,
6527,04-23-2024 00:00:50,6.35,79.26,3.03,,,
6528,04-23-2024 00:10:50,6.24,79.51,2.96,,,
6529,04-23-2024 00:20:50,6.02,79.72,2.79,,,
6530,04-23-2024 00:30:50,5.86,80.92,2.85,,,
6531,04-23-2024 00:40:50,5.54,81.97,2.71,,,
6532,04-23-2024 00:50:50,5.39,82.64,2.68,,,
6533,04-23-2024 01:00:50,5.31,83.66,2.77,,,
6534,04-23-2024 01:10:50,5.02,83.00,2.37,,,
6535,04-23-2024 01:20:50,4.94,84.25,2.51,,,
6536,04-23-2024 01:30:50,5.00,84.24,2.56,,,
6537,04-23-2024 01:40:50,4.66,84.58,2.29,,,
6538,04-23-2024 01:50:50,4.64,84.47,2.25,,,
6539,04-23-2024 02:00:50,4.47,85.54,2.26,,,
6540,04-23-2024 02:10:50,4.68,85.32,2.44,,,
6541,04-23-2024 02:20:50,4.88,85.68,2.69,,,
6542,04-23-2024 02:30:50,4.88,86.16,2.76,,,
6543,04-23-2024 02:40:50,4.88,86.85,2.88,,,
6544,04-23-2024 02:50:50,5.02,87.50,3.12,,,
6545,04-23-2024 03:00:50,4.98,86.54,2.93,,,
6546,04-23-2024 03:10:50,4.88,87.02,2.90,,,
6547,04-23-2024 03:20:50,4.76,87.66,2.89,,,
6548,04-23-2024 03:30:50,4.68,88.10,2.89,,,
6549,04-23-2024 03:40:50,4.57,88.41,2.82,,,
6550,04-23-2024 03:50:50,4.48,88.95,2.82,,,
6551,04-23-2024 04:00:50,4.37,90.16,2.90,,,
6552,04-23-2024 04:10:50,4.38,90.23,2.93,,,
6553,04-23-2024 04:20:50,5.11,87.76,3.26,,,
6554,04-23-2024 04:30:50,4.98,87.14,3.03,,,
6555,04-23-2024 04:40:50,5.15,86.61,3.10,,,
6556,04-23-2024 04:50:50,4.88,86.94,2.89,,,
6557,04-23-2024 05:00:50,4.75,87.50,2.85,,,
6558,04-23-2024 05:10:50,4.91,86.64,2.87,,,
6559,04-23-2024 05:20:50,4.45,86.93,2.47,,,
6560,04-23-2024 05:30:50,4.15,88.39,2.40,,,
6561,04-23-2024 05:40:50,3.93,89.17,2.31,,,
6562,04-23-2024 05:50:50,3.82,89.64,2.27,,,
6563,04-23-2024 06:00:50,4.13,89.72,2.59,,,
6564,04-23-2024 06:10:50,4.31,88.80,2.63,,,
6565,04-23-2024 06:20:50,4.18,88.81,2.50,,,
6566,04-23-2024 06:30:50,4.51,87.61,2.64,,,
6567,04-23-2024 06:40:50,4.78,87.06,2.81,,,
6568,04-23-2024 06:50:50,4.69,87.24,2.76,,,
6569,04-23-2024 07:00:50,4.94,87.79,3.09,,,
6570,04-23-2024 07:10:50,5.03,87.27,3.09,,,
6571,04-23-2024 07:20:50,5.48,85.58,3.26,,,
6572,04-23-2024 07:30:50,5.93,84.49,3.52,,,
6573,04-23-2024 07:40:50,6.60,84.94,4.26,,,
6574,04-23-2024 07:50:50,7.93,85.28,5.62,,,
6575,04-23-2024 08:00:50,8.96,80.93,5.88,,,
