#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,Started Offset,End of File
3064,04-25-2025 19:38:31,13.77,64.62,7.23,,,,
3065,04-25-2025 19:48:31,13.65,64.52,7.10,,,,
3066,04-25-2025 19:58:31,13.43,66.92,7.42,,,,
3067,04-25-2025 20:08:31,13.30,66.25,7.15,,,,
3068,04-25-2025 20:18:31,13.14,67.29,7.22,,,,
3069,04-25-2025 20:28:31,12.90,69.49,7.47,,,,
3070,04-25-2025 20:38:31,12.78,70.90,7.65,,,,
3071,04-25-2025 20:48:31,12.62,71.13,7.54,,,,
3072,04-25-2025 20:58:31,12.48,71.55,7.50,,,,
3073,04-25-2025 21:08:31,12.45,72.12,7.58,,,,
3074,04-25-2025 21:18:31,12.34,71.84,7.42,,,,
3075,04-25-2025 21:28:31,12.30,71.01,7.21,,,,
3076,04-25-2025 21:38:31,12.37,71.11,7.29,,,,
3077,04-25-2025 21:48:31,12.32,69.34,6.88,,,,
3078,04-25-2025 21:58:31,12.45,68.52,6.83,,,,
3079,04-25-2025 22:08:31,12.46,71.78,7.52,,,,
3080,04-25-2025 22:18:31,12.33,73.87,7.81,,,,
3081,04-25-2025 22:28:31,12.26,75.92,8.15,,,,
3082,04-25-2025 22:38:31,12.24,75.56,8.06,,,,
3083,04-25-2025 22:48:31,12.18,75.31,7.95,,,,
3084,04-25-2025 22:58:31,12.07,76.89,8.15,,,,
3085,04-25-2025 23:08:31,11.85,79.15,8.37,,,,
3086,04-25-2025 23:18:31,11.64,82.02,8.69,,,,
3087,04-25-2025 23:28:31,11.49,83.59,8.82,,,,
3088,04-25-2025 23:38:31,11.26,84.55,8.76,,,,
3089,04-25-2025 23:48:31,10.98,86.74,8.87,,,,
3090,04-25-2025 23:58:31,10.86,88.39,9.03,,,,
3091,04-26-2025 00:08:31,10.84,89.22,9.15,,,,
3092,04-26-2025 00:18:31,10.79,89.66,9.18,,,,
3093,04-26-2025 00:28:31,10.67,89.75,9.07,,,,
3094,04-26-2025 00:38:31,10.64,89.85,9.05,,,,
3095,04-26-2025 00:48:31,10.61,89.95,9.04,,,,
3096,04-26-2025 00:58:31,10.52,90.33,9.02,,,,
3097,04-26-2025 01:08:31,10.38,90.32,8.88,,,,
3098,04-26-2025 01:18:31,10.23,90.15,8.69,,,,
3099,04-26-2025 01:28:31,10.12,90.45,8.64,,,,
3100,04-26-2025 01:38:31,10.10,90.90,8.69,,,,
3101,04-26-2025 01:48:31,10.07,90.31,8.56,,,,
3102,04-26-2025 01:58:31,10.00,90.38,8.51,,,,
3103,04-26-2025 02:08:31,10.01,89.62,8.40,,,,
3104,04-26-2025 02:18:31,9.97,89.78,8.38,,,,
3105,04-26-2025 02:28:31,9.94,89.84,8.37,,,,
3106,04-26-2025 02:38:31,9.88,90.32,8.38,,,,
3107,04-26-2025 02:48:31,9.84,89.82,8.26,,,,
3108,04-26-2025 02:58:31,9.76,88.90,8.03,,,,
3109,04-26-2025 03:08:31,9.70,89.58,8.08,,,,
3110,04-26-2025 03:18:31,9.59,89.15,7.90,,,,
3111,04-26-2025 03:28:31,9.51,89.77,7.93,,,,
3112,04-26-2025 03:38:31,9.48,90.78,8.05,,,,
3113,04-26-2025 03:48:31,9.40,90.64,7.95,,,,
3114,04-26-2025 03:58:31,9.33,90.28,7.83,,,,
3115,04-26-2025 04:08:31,9.30,90.87,7.90,,,,
3116,04-26-2025 04:18:31,9.25,90.55,7.79,,,,
3117,04-26-2025 04:28:31,9.17,89.91,7.61,,,,
3118,04-26-2025 04:38:31,9.12,90.48,7.66,,,,
3119,04-26-2025 04:48:31,9.06,90.75,7.64,,,,
3120,04-26-2025 04:58:31,9.01,90.14,7.49,,,,
3121,04-26-2025 05:08:31,8.87,91.04,7.50,,,,
3122,04-26-2025 05:18:31,8.83,91.46,7.52,,,,
3123,04-26-2025 05:28:31,8.74,90.68,7.31,,,,
3124,04-26-2025 05:38:31,8.66,91.07,7.30,,,,
3125,04-26-2025 05:48:31,8.59,91.72,7.33,,,,
3126,04-26-2025 05:58:31,8.50,91.27,7.17,,,,
3127,04-26-2025 06:08:31,8.41,91.59,7.13,,,,
3128,04-26-2025 06:18:31,8.44,92.60,7.32,,,,
3129,04-26-2025 06:28:31,8.44,92.31,7.27,,,,
3130,04-26-2025 06:38:31,8.40,91.74,7.14,,,,
3131,04-26-2025 06:48:31,8.44,91.93,7.21,,,,
3132,04-26-2025 06:58:31,8.59,92.49,7.45,,,,
3133,04-26-2025 07:08:31,8.80,91.50,7.50,,,,
3134,04-26-2025 07:18:31,9.01,91.19,7.66,,,,
3135,04-26-2025 07:28:31,9.15,90.98,7.76,,,,
3136,04-26-2025 07:38:31,9.30,91.24,7.96,,,,
3137,04-26-2025 07:48:31,9.65,91.06,8.27,,,,
3138,04-26-2025 07:58:31,10.05,88.29,8.21,,,,
3139,04-26-2025 08:08:31,10.29,87.59,8.33,,,,
3140,04-26-2025 08:18:31,10.57,85.66,8.28,,,,
3141,04-26-2025 08:28:31,10.87,84.89,8.44,,,,
3142,04-26-2025 08:38:31,11.49,84.55,8.99,,,,
3143,04-26-2025 08:48:31,12.14,82.19,9.20,,,,
3144,04-26-2025 08:58:31,12.73,81.34,9.63,,,,
3145,04-26-2025 09:08:31,13.59,77.10,9.66,,,,
3146,04-26-2025 09:18:31,14.07,73.80,9.48,,,,
3147,04-26-2025 09:28:31,14.62,71.42,9.52,,,,
3148,04-26-2025 09:38:31,14.90,71.88,9.88,,,,
3149,04-26-2025 09:48:31,15.01,69.03,9.39,,,,
3150,04-26-2025 09:58:31,15.49,68.41,9.72,,,,
3151,04-26-2025 10:08:31,15.69,64.72,9.08,,,,
3152,04-26-2025 10:18:31,15.48,67.04,9.41,,,,
3153,04-26-2025 10:28:31,15.62,66.61,9.44,,,,
3154,04-26-2025 10:38:31,16.12,65.04,9.57,,,,
3155,04-26-2025 10:48:31,16.48,65.22,9.95,,,,
3156,04-26-2025 10:58:31,16.90,63.44,9.93,,,,
3157,04-26-2025 11:08:31,17.34,64.11,10.51,,,,
3158,04-26-2025 11:18:31,17.94,62.57,10.71,,,,
3159,04-26-2025 11:28:31,18.46,60.32,10.65,,,,
3160,04-26-2025 11:38:31,18.96,59.18,10.83,,,,
3161,04-26-2025 11:48:31,19.43,55.56,10.32,,,,
3162,04-26-2025 11:58:31,19.65,58.53,11.31,,,,
3163,04-26-2025 12:08:31,19.99,55.49,10.83,,,,
3164,04-26-2025 12:18:31,20.02,58.18,11.57,,,,
3165,04-26-2025 12:28:31,20.66,55.74,11.52,,,,
3166,04-26-2025 12:38:31,21.19,53.91,11.51,,,,
3167,04-26-2025 12:48:31,21.11,53.23,11.24,,,,
3168,04-26-2025 12:58:31,20.71,54.29,11.17,,,,
3169,04-26-2025 13:08:31,18.94,56.69,10.17,,,,
3170,04-26-2025 13:18:31,17.58,60.26,9.81,,,,
3171,04-26-2025 13:28:31,16.58,63.73,9.70,,,,
3172,04-26-2025 13:38:31,15.97,64.15,9.21,,,,
3173,04-26-2025 13:48:31,15.15,66.19,8.90,,,,
3174,04-26-2025 13:58:31,14.51,67.95,8.67,,,,
3175,04-26-2025 14:08:31,14.20,69.71,8.76,,,,
3176,04-26-2025 14:18:31,14.28,69.86,8.87,,,,
3177,04-26-2025 14:28:31,14.27,69.33,8.75,,,,
3178,04-26-2025 14:38:31,14.44,68.14,8.65,,,,
3179,04-26-2025 14:48:31,15.09,64.48,8.46,,,,
3180,04-26-2025 14:58:31,15.27,64.55,8.65,,,,
3181,04-26-2025 15:08:31,15.58,64.54,8.94,,,,
3182,04-26-2025 15:18:31,16.22,60.13,8.49,,,,
3183,04-26-2025 15:28:31,17.30,55.34,8.28,,,,
3184,04-26-2025 15:38:31,17.08,53.73,7.65,,,,
3185,04-26-2025 15:48:31,17.22,53.56,7.72,,,,
3186,04-26-2025 15:58:31,17.02,54.37,7.76,,,,
3187,04-26-2025 16:08:31,17.14,54.03,7.78,,,,
3188,04-26-2025 16:18:31,17.26,54.28,7.96,,,,
3189,04-26-2025 16:28:31,16.70,54.89,7.60,,,,
3190,04-26-2025 16:38:31,16.00,58.39,7.85,,,,
3191,04-26-2025 16:48:31,15.39,58.30,7.26,,,,
3192,04-26-2025 16:58:31,14.89,61.45,7.56,,,,
3193,04-26-2025 17:08:31,14.48,63.43,7.64,,,,
3194,04-26-2025 17:18:31,14.19,63.54,7.39,,,,
3195,04-26-2025 17:28:31,14.01,63.78,7.27,,,,
3196,04-26-2025 17:38:31,13.97,63.62,7.19,,,,
3197,04-26-2025 17:48:31,14.12,65.15,7.69,,,,
3198,04-26-2025 17:58:31,14.07,67.67,8.20,,,,
3199,04-26-2025 18:08:31,14.04,64.79,7.53,,,,
3200,04-26-2025 18:18:31,13.87,66.42,7.73,,,,
3201,04-26-2025 18:28:31,13.51,67.59,7.65,,,,
3202,04-26-2025 18:38:31,13.24,67.27,7.32,,,,
3203,04-26-2025 18:48:31,12.94,68.99,7.40,,,,
3204,04-26-2025 18:58:31,12.50,71.12,7.42,,,,
3205,04-26-2025 19:08:31,12.06,73.15,7.41,,,,
3206,04-26-2025 19:18:31,11.70,73.50,7.14,,,,
3207,04-26-2025 19:28:31,11.39,75.82,7.29,,,,
3208,04-26-2025 19:38:31,11.09,76.06,7.05,,,,
3209,04-26-2025 19:48:31,10.81,77.39,7.03,,,,
3210,04-26-2025 19:58:31,10.54,78.67,7.00,,,,
3211,04-26-2025 20:08:31,10.24,78.80,6.73,,,,
3212,04-26-2025 20:18:31,9.98,79.90,6.68,,,,
3213,04-26-2025 20:28:31,9.72,80.91,6.62,,,,
3214,04-26-2025 20:38:31,9.46,81.81,6.52,,,,
3215,04-26-2025 20:48:31,9.21,82.82,6.45,,,,
3216,04-26-2025 20:58:31,9.01,83.43,6.36,,,,
3217,04-26-2025 21:08:31,8.85,84.59,6.41,,,,
3218,04-26-2025 21:18:31,8.84,84.05,6.30,,,,
3219,04-26-2025 21:28:31,8.74,85.55,6.46,,,,
3220,04-26-2025 21:38:31,8.63,86.18,6.46,,,,
3221,04-26-2025 21:48:31,8.54,87.03,6.51,,,,
3222,04-26-2025 21:58:31,8.47,87.85,6.58,,,,
3223,04-26-2025 22:08:31,8.40,87.99,6.53,,,,
3224,04-26-2025 22:18:31,8.32,88.16,6.48,,,,
3225,04-26-2025 22:28:31,8.27,88.35,6.47,,,,
3226,04-26-2025 22:38:31,8.18,88.86,6.46,,,,
3227,04-26-2025 22:48:31,8.10,89.32,6.46,,,,
3228,04-26-2025 22:58:31,8.01,89.29,6.37,,,,
3229,04-26-2025 23:08:31,7.92,89.29,6.27,,,,
3230,04-26-2025 23:18:31,7.83,90.32,6.35,,,,
3231,04-26-2025 23:28:31,7.74,90.64,6.31,,,,
3232,04-26-2025 23:38:31,7.65,90.78,6.25,,,,
3233,04-26-2025 23:48:31,7.55,91.06,6.19,,,,
3234,04-26-2025 23:58:31,7.53,91.32,6.21,,,,
3235,04-27-2025 00:08:31,7.57,91.67,6.31,,,,
3236,04-27-2025 00:18:31,7.61,92.70,6.51,,,,
3237,04-27-2025 00:28:31,7.84,94.51,7.02,,,,
3238,04-27-2025 00:38:31,8.12,94.51,7.30,,,,
3239,04-27-2025 00:48:31,8.36,95.34,7.66,,,,
3240,04-27-2025 00:58:31,8.39,93.79,7.46,,,,
3241,04-27-2025 01:08:31,8.23,93.50,7.26,,,,
3242,04-27-2025 01:18:31,8.20,93.84,7.28,,,,
3243,04-27-2025 01:28:31,8.21,93.90,7.29,,,,
3244,04-27-2025 01:38:31,8.31,93.39,7.32,,,,
3245,04-27-2025 01:48:31,8.38,92.38,7.23,,,,
3246,04-27-2025 01:58:31,8.24,92.23,7.06,,,,
3247,04-27-2025 02:08:31,8.33,92.19,7.14,,,,
3248,04-27-2025 02:18:31,8.13,91.72,6.87,,,,
3249,04-27-2025 02:28:31,8.08,93.07,7.04,,,,
3250,04-27-2025 02:38:31,8.13,92.62,7.02,,,,
3251,04-27-2025 02:48:31,8.10,92.18,6.92,,,,
3252,04-27-2025 02:58:31,7.84,91.67,6.58,,,,
3253,04-27-2025 03:08:31,7.59,92.12,6.40,,,,
3254,04-27-2025 03:18:31,7.44,93.11,6.40,,,,
3255,04-27-2025 03:28:31,7.41,93.52,6.44,,,,
3256,04-27-2025 03:38:31,7.34,93.33,6.34,,,,
3257,04-27-2025 03:48:31,7.36,94.39,6.52,,,,
3258,04-27-2025 03:58:31,7.26,93.95,6.35,,,,
3259,04-27-2025 04:08:31,7.19,94.46,6.36,,,,
3260,04-27-2025 04:18:31,7.12,94.52,6.31,,,,
3261,04-27-2025 04:28:31,7.00,94.56,6.19,,,,
3262,04-27-2025 04:38:31,6.82,94.32,5.98,,,,
3263,04-27-2025 04:48:31,6.65,94.60,5.85,,,,
3264,04-27-2025 04:58:31,6.59,95.41,5.91,,,,
3265,04-27-2025 05:08:31,6.54,95.68,5.90,,,,
3266,04-27-2025 05:18:31,6.48,95.90,5.88,,,,
3267,04-27-2025 05:28:31,6.42,96.01,5.84,,,,
3268,04-27-2025 05:38:31,6.48,96.73,6.00,,,,
3269,04-27-2025 05:48:31,6.74,97.17,6.33,,,,
3270,04-27-2025 05:58:31,6.70,96.64,6.21,,,,
3271,04-27-2025 06:08:31,6.59,96.28,6.04,,,,
3272,04-27-2025 06:18:31,6.55,96.51,6.04,,,,
3273,04-27-2025 06:28:31,6.76,97.09,6.33,,,,
3274,04-27-2025 06:38:31,6.99,97.29,6.60,,,,
3275,04-27-2025 06:48:31,7.38,96.65,6.89,,,,
3276,04-27-2025 06:58:31,7.59,95.20,6.87,,,,
3277,04-27-2025 07:08:31,7.67,94.50,6.85,,,,
3278,04-27-2025 07:18:31,7.87,94.07,6.98,,,,
3279,04-27-2025 07:28:31,8.33,93.37,7.33,,,,
3280,04-27-2025 07:38:31,9.08,91.33,7.76,,,,
3281,04-27-2025 07:48:31,9.75,88.31,7.92,,,,
3282,04-27-2025 07:58:31,10.05,85.53,7.75,,,,
3283,04-27-2025 08:08:31,10.21,85.02,7.82,,,,
3284,04-27-2025 08:18:31,10.44,84.43,7.93,,,,
3285,04-27-2025 08:28:31,10.73,82.87,7.95,,,,
3286,04-27-2025 08:38:31,11.11,81.37,8.05,,,,
3287,04-27-2025 08:48:31,11.53,79.26,8.07,,,,
3288,04-27-2025 08:58:31,12.01,77.58,8.22,,,,
3289,04-27-2025 09:08:31,12.37,76.62,8.39,,,,
3290,04-27-2025 09:18:31,12.51,75.69,8.34,,,,
3291,04-27-2025 09:28:31,12.44,77.51,8.63,,,,
3292,04-27-2025 09:38:31,12.33,77.80,8.58,,,,
3293,04-27-2025 09:48:31,12.47,78.14,8.78,,,,
3294,04-27-2025 09:58:31,12.78,77.22,8.90,,,,
3295,04-27-2025 10:08:31,12.98,77.01,9.06,,,,
3296,04-27-2025 10:18:31,12.70,76.48,8.69,,,,
3297,04-27-2025 10:28:31,12.51,77.59,8.72,,,,
3298,04-27-2025 10:38:31,12.58,77.58,8.78,,,,
3299,04-27-2025 10:48:31,12.91,77.84,9.15,,,,
3300,04-27-2025 10:58:31,12.94,77.27,9.07,,,,
3301,04-27-2025 11:08:31,12.72,78.86,9.16,,,,
3302,04-27-2025 11:18:31,12.70,78.08,8.99,,,,
3303,04-27-2025 11:28:31,12.94,78.65,9.33,,,,
3304,04-27-2025 11:38:31,13.44,76.55,9.41,,,,
3305,04-27-2025 11:48:31,14.12,74.56,9.69,,,,
3306,04-27-2025 11:58:31,14.77,74.46,10.29,,,,
3307,04-27-2025 12:08:31,15.53,71.34,10.38,,,,
3308,04-27-2025 12:18:31,16.46,71.89,11.39,,,,
3309,04-27-2025 12:28:31,16.73,68.13,10.84,,,,
3310,04-27-2025 12:38:31,16.76,66.56,10.51,,,,
3311,04-27-2025 12:48:31,15.97,64.08,9.20,,,,
3312,04-27-2025 12:58:31,15.72,69.49,10.17,,,,
3313,04-27-2025 13:08:31,15.74,66.78,9.60,,,,
3314,04-27-2025 13:18:31,16.10,63.44,9.17,,,,
3315,04-27-2025 13:28:31,16.67,64.21,9.89,,,,
3316,04-27-2025 13:38:31,16.85,61.07,9.32,,,,
3317,04-27-2025 13:48:31,16.14,62.83,9.07,,,,
3318,04-27-2025 13:58:31,15.33,66.61,9.16,,,,
3319,04-27-2025 14:08:31,14.76,64.50,8.15,,,,
3320,04-27-2025 14:18:31,14.58,67.12,8.56,,,,
3321,04-27-2025 14:28:31,14.58,67.86,8.73,,,,
3322,04-27-2025 14:38:31,14.34,68.46,8.63,,,,
3323,04-27-2025 14:48:31,14.93,70.80,9.69,,,,
3324,04-27-2025 14:58:31,15.22,66.73,9.09,,,,
3325,04-27-2025 15:08:31,15.30,65.06,8.79,,,,
3326,04-27-2025 15:18:31,15.45,67.44,9.47,,,,
3327,04-27-2025 15:28:31,16.30,62.96,9.25,,,,
3328,04-27-2025 15:38:31,16.12,63.42,9.19,,,,
3329,04-27-2025 15:48:31,15.81,63.85,9.00,,,,
3330,04-27-2025 15:58:31,15.57,63.08,8.59,,,,
3331,04-27-2025 16:08:31,15.60,62.45,8.47,,,,
3332,04-27-2025 16:18:31,15.74,64.12,8.99,,,,
3333,04-27-2025 16:28:31,15.21,67.24,9.19,,,,
3334,04-27-2025 16:38:31,14.53,68.14,8.74,,,,
3335,04-27-2025 16:48:31,14.01,69.41,8.52,,,,
3336,04-27-2025 16:58:31,13.59,74.08,9.07,,,,
3337,04-27-2025 17:08:31,13.33,73.07,8.62,,,,
3338,04-27-2025 17:18:31,13.03,73.29,8.38,,,,
3339,04-27-2025 17:28:31,12.89,75.69,8.71,,,,
3340,04-27-2025 17:38:31,12.81,77.56,9.00,,,,
3341,04-27-2025 17:48:31,12.78,74.58,8.39,,,,
3342,04-27-2025 17:58:31,12.74,75.23,8.48,,,,
3343,04-27-2025 18:08:31,12.77,75.82,8.63,,,,
3344,04-27-2025 18:18:31,12.66,75.56,8.47,,,,
3345,04-27-2025 18:28:31,12.44,76.00,8.34,,,,
3346,04-27-2025 18:38:31,12.31,76.81,8.37,,,,
3347,04-27-2025 18:48:31,12.23,77.03,8.33,,,,
3348,04-27-2025 18:58:31,12.04,77.70,8.28,,,,
3349,04-27-2025 19:08:31,11.79,78.52,8.19,,,,
3350,04-27-2025 19:18:31,11.51,78.53,7.92,,,,
3351,04-27-2025 19:28:31,11.23,80.50,8.01,,,,
3352,04-27-2025 19:38:31,11.04,80.73,7.87,,,,
3353,04-27-2025 19:48:31,11.00,80.36,7.76,,,,
3354,04-27-2025 19:58:31,10.81,80.63,7.63,,,,
3355,04-27-2025 20:08:31,10.48,81.46,7.45,,,,
3356,04-27-2025 20:18:31,10.21,82.17,7.32,,,,
3357,04-27-2025 20:28:31,9.97,83.23,7.27,,,,
3358,04-27-2025 20:38:31,9.80,83.65,7.18,,,,
3359,04-27-2025 20:48:31,9.74,84.57,7.28,,,,
3360,04-27-2025 20:58:31,9.81,83.18,7.10,,,,
3361,04-27-2025 21:08:31,9.55,84.00,6.99,,,,
3362,04-27-2025 21:18:31,9.29,85.59,7.01,,,,
3363,04-27-2025 21:28:31,9.45,84.97,7.06,,,,
3364,04-27-2025 21:38:31,9.77,83.62,7.14,,,,
3365,04-27-2025 21:48:31,10.01,82.24,7.14,,,,
3366,04-27-2025 21:58:31,10.11,81.82,7.15,,,,
3367,04-27-2025 22:08:31,10.18,81.25,7.12,,,,
3368,04-27-2025 22:18:31,10.23,80.96,7.12,,,,
3369,04-27-2025 22:28:31,10.21,81.07,7.12,,,,
3370,04-27-2025 22:38:31,10.15,81.13,7.08,,,,
3371,04-27-2025 22:48:31,10.08,81.01,6.98,,,,
3372,04-27-2025 22:58:31,10.05,81.08,6.97,,,,
3373,04-27-2025 23:08:31,9.92,81.72,6.95,,,,
3374,04-27-2025 23:18:31,9.90,81.11,6.82,,,,
3375,04-27-2025 23:28:31,9.69,82.18,6.81,,,,
3376,04-27-2025 23:38:31,9.94,82.09,7.03,,,,
3377,04-27-2025 23:48:31,10.10,82.76,7.31,,,,
3378,04-27-2025 23:58:31,10.30,81.30,7.24,,,,
3379,04-28-2025 00:08:31,10.44,80.76,7.29,,,,
3380,04-28-2025 00:18:31,10.49,80.09,7.22,,,,
3381,04-28-2025 00:28:31,10.47,79.29,7.05,,,,
3382,04-28-2025 00:38:31,10.57,79.16,7.12,,,,
3383,04-28-2025 00:48:31,10.56,79.14,7.11,,,,
3384,04-28-2025 00:58:31,10.44,78.62,6.90,,,,
3385,04-28-2025 01:08:31,10.28,79.23,6.85,,,,
3386,04-28-2025 01:18:31,10.26,79.82,6.94,,,,
3387,04-28-2025 01:28:31,10.38,79.35,6.97,,,,
3388,04-28-2025 01:38:31,10.47,79.25,7.04,,,,
3389,04-28-2025 01:48:31,10.41,80.02,7.12,,,,
3390,04-28-2025 01:58:31,10.41,79.54,7.03,,,,
3391,04-28-2025 02:08:31,10.40,80.34,7.17,,,,
3392,04-28-2025 02:18:31,10.26,80.53,7.07,,,,
3393,04-28-2025 02:28:31,10.28,79.84,6.96,,,,
3394,04-28-2025 02:38:31,10.38,79.62,7.02,,,,
3395,04-28-2025 02:48:31,10.50,79.12,7.05,,,,
3396,04-28-2025 02:58:31,10.50,79.51,7.12,,,,
3397,04-28-2025 03:08:31,10.57,78.91,7.08,,,,
3398,04-28-2025 03:18:31,10.50,79.69,7.15,,,,
3399,04-28-2025 03:28:31,10.48,79.26,7.06,,,,
3400,04-28-2025 03:38:31,10.44,79.93,7.14,,,,
3401,04-28-2025 03:48:31,10.41,80.15,7.14,,,,
3402,04-28-2025 03:58:31,10.39,80.35,7.16,,,,
3403,04-28-2025 04:08:31,10.35,81.24,7.29,,,,
3404,04-28-2025 04:18:31,10.29,80.28,7.05,,,,
3405,04-28-2025 04:28:31,10.21,80.70,7.05,,,,
3406,04-28-2025 04:38:31,10.13,81.19,7.06,,,,
3407,04-28-2025 04:48:31,10.05,81.07,6.97,,,,
3408,04-28-2025 04:58:31,10.01,80.96,6.90,,,,
3409,04-28-2025 05:08:31,9.97,81.01,6.88,,,,
3410,04-28-2025 05:18:31,9.91,81.81,6.96,,,,
3411,04-28-2025 05:28:31,9.83,81.52,6.83,,,,
3412,04-28-2025 05:38:31,9.76,81.56,6.76,,,,
3413,04-28-2025 05:48:31,9.67,82.03,6.76,,,,
3414,04-28-2025 05:58:31,9.59,82.46,6.76,,,,
3415,04-28-2025 06:08:31,9.54,82.70,6.75,,,,
3416,04-28-2025 06:18:31,9.51,82.61,6.71,,,,
3417,04-28-2025 06:28:31,9.53,82.68,6.74,,,,
3418,04-28-2025 06:38:31,9.55,82.56,6.74,,,,
3419,04-28-2025 06:48:31,9.60,82.76,6.83,,,,
3420,04-28-2025 06:58:31,9.66,82.29,6.79,,,,
3421,04-28-2025 07:08:31,9.72,81.58,6.73,,,,
3422,04-28-2025 07:18:31,9.82,81.19,6.76,,,,
3423,04-28-2025 07:28:31,9.89,81.06,6.80,,,,
3424,04-28-2025 07:38:31,9.93,80.67,6.77,,,,
3425,04-28-2025 07:48:31,10.04,80.67,6.88,,,,
3426,04-28-2025 07:58:31,10.26,80.19,7.01,,,,
3427,04-28-2025 08:08:31,10.36,80.05,7.08,,,,
3428,04-28-2025 08:18:31,10.37,80.10,7.09,,,,
3429,04-28-2025 08:28:31,10.40,80.45,7.19,,,,
3430,04-28-2025 08:38:31,10.37,80.42,7.15,,,,
3431,04-28-2025 08:48:31,10.32,79.88,7.01,,,,
3432,04-28-2025 08:58:31,10.43,80.31,7.19,,,,
3433,04-28-2025 09:08:31,10.35,80.01,7.06,,,,
3434,04-28-2025 09:18:31,10.25,81.50,7.23,,,,
3435,04-28-2025 09:28:31,10.05,82.50,7.21,,,,
3436,04-28-2025 09:38:31,9.88,83.88,7.29,,,,
3437,04-28-2025 09:48:31,9.88,84.61,7.42,,,,
3438,04-28-2025 09:58:31,9.84,84.58,7.38,,,,
3439,04-28-2025 10:08:31,9.79,86.74,7.70,,,,
3440,04-28-2025 10:18:31,9.90,88.26,8.06,,,,
3441,04-28-2025 10:28:31,10.08,88.42,8.27,,,,
3442,04-28-2025 10:38:31,10.30,88.77,8.54,,,,
3443,04-28-2025 10:48:31,10.23,89.24,8.55,,,,
3444,04-28-2025 10:58:31,10.01,89.87,8.43,,,,
3445,04-28-2025 11:08:31,9.94,92.91,8.86,,,,
3446,04-28-2025 11:18:31,10.15,93.71,9.19,,,,
3447,04-28-2025 11:28:31,10.20,93.29,9.18,,,,
3448,04-28-2025 11:38:31,10.23,93.50,9.24,,,,
3449,04-28-2025 11:48:31,10.39,94.19,9.51,,,,
3450,04-28-2025 11:58:31,10.51,94.38,9.66,,,,
3451,04-28-2025 12:08:31,10.69,94.44,9.85,,,,
3452,04-28-2025 12:18:31,10.51,93.24,9.47,,,,
3453,04-28-2025 12:28:31,10.50,94.68,9.69,,,,
3454,04-28-2025 12:38:31,10.73,95.56,10.06,,,,
3455,04-28-2025 12:48:31,10.82,95.06,10.07,,,,
3456,04-28-2025 12:58:31,10.90,95.51,10.23,,,,
3457,04-28-2025 13:08:31,11.28,95.03,10.53,,,,
3458,04-28-2025 13:18:31,11.30,95.21,10.57,,,,
3459,04-28-2025 13:28:31,11.17,94.92,10.40,,,,
3460,04-28-2025 13:38:31,11.25,95.62,10.59,,,,
3461,04-28-2025 13:48:31,10.91,95.78,10.28,,,,
3462,04-28-2025 13:58:31,10.39,96.13,9.81,,,,
3463,04-28-2025 14:08:31,10.17,96.76,9.69,,,,
3464,04-28-2025 14:18:31,10.12,97.30,9.73,,,,
3465,04-28-2025 14:28:31,10.08,97.46,9.70,,,,
3466,04-28-2025 14:38:31,10.05,97.61,9.70,,,,
3467,04-28-2025 14:48:31,10.07,97.90,9.76,,,,
3468,04-28-2025 14:58:31,10.30,98.06,10.02,,,,
3469,04-28-2025 15:08:31,10.25,97.93,9.95,,,,
3470,04-28-2025 15:18:31,10.15,97.83,9.84,,,,
3471,04-28-2025 15:28:31,10.02,97.91,9.72,,,,
3472,04-28-2025 15:38:31,9.91,98.02,9.63,,,,
3473,04-28-2025 15:48:31,9.86,98.07,9.58,,,,
3474,04-28-2025 15:58:31,9.92,98.23,9.67,,,,
3475,04-28-2025 16:08:31,9.89,98.23,9.63,,,,
3476,04-28-2025 16:18:31,9.88,98.39,9.65,,,,
3477,04-28-2025 16:28:31,9.89,98.29,9.64,,,,
3478,04-28-2025 16:38:31,9.83,98.17,9.56,,,,
3479,04-28-2025 16:48:31,9.80,98.46,9.58,,,,
3480,04-28-2025 16:58:31,9.76,98.42,9.53,,,,
3481,04-28-2025 17:08:31,9.66,98.40,9.43,,,,
3482,04-28-2025 17:18:31,9.62,98.48,9.41,,,,
3483,04-28-2025 17:28:31,9.74,98.57,9.54,,,,
3484,04-28-2025 17:38:31,9.67,98.50,9.46,,,,
3485,04-28-2025 17:48:31,9.57,98.42,9.34,,,,
3486,04-28-2025 17:58:31,9.51,98.53,9.30,,,,
3487,04-28-2025 18:08:31,9.46,98.44,9.24,,,,
3488,04-28-2025 18:18:31,9.41,98.51,9.19,,,,
3489,04-28-2025 18:28:31,9.41,98.62,9.21,,,,
3490,04-28-2025 18:38:31,9.43,98.54,9.22,,,,
3491,04-28-2025 18:48:31,9.41,98.61,9.21,,,,
3492,04-28-2025 18:58:31,9.38,98.62,9.19,,,,
3493,04-28-2025 19:08:31,9.32,98.62,9.12,,,,
3494,04-28-2025 19:18:31,9.28,98.64,9.09,,,,
3495,04-28-2025 19:28:31,9.29,98.70,9.10,,,,
3496,04-28-2025 19:38:31,9.23,98.76,9.06,,,,
3497,04-28-2025 19:48:31,9.20,98.75,9.02,,,,
3498,04-28-2025 19:58:31,9.16,98.79,8.99,,,,
