Totem Field Climate Station
(c) Biometeorology Group - Faculty of Land and Food Systems, UBC

Date,Tair_max,Tair_min,Precipitation_total
15-Jan-2009,   2.6,   1.8,   0.0
16-Jan-2009,   2.0,   0.4,   0.2
17-Jan-2009,   1.8,  -0.3,   0.2
18-Jan-2009,   6.2,  -0.2,   0.2
19-Jan-2009,   3.0,  -0.8,   0.2
20-Jan-2009,   2.3,  -1.8,   0.2
21-Jan-2009,   0.8,  -0.6,   0.0
22-Jan-2009,   0.7,  -0.6,   0.0
23-Jan-2009,   5.0,  -2.1,   0.0
24-Jan-2009,   2.0,  -1.9,   0.0
25-Jan-2009,   3.3,  -2.5,   0.0
26-Jan-2009,   1.8,  -5.5,   0.0
27-Jan-2009,   3.0,  -1.2,   1.4
28-Jan-2009,   5.7,   1.2,   0.2
29-Jan-2009,   4.9,   3.4,   0.2
30-Jan-2009,   6.9,   1.9,   0.2
31-Jan-2009,   7.9,   0.2,   0.0
01-Feb-2009,   2.5,   0.8,  21.2
02-Feb-2009,   6.8,   1.4,   1.0
03-Feb-2009,  10.1,   0.5,   0.2
04-Feb-2009,  10.2,   2.7,   0.0
05-Feb-2009,   7.5,   4.0,   3.0
06-Feb-2009,   7.5,   2.8,   0.4
07-Feb-2009,   7.0,   1.6,   0.0
08-Feb-2009,   6.6,   1.7,   0.4
09-Feb-2009,   6.2,   0.5,   1.2
10-Feb-2009,   3.7,   0.4,   2.2
11-Feb-2009,   6.1,   0.4,   0.2
12-Feb-2009,   6.6,   1.0,   0.0
13-Feb-2009,   5.7,  -1.3,   0.0
14-Feb-2009,   5.8,   0.4,   0.0
15-Feb-2009,   6.7,   0.9,   0.0
16-Feb-2009,   6.2,  -1.2,   0.0
17-Feb-2009,   9.1,   2.1,   0.0
18-Feb-2009,   8.8,   0.5,   0.0
19-Feb-2009,   7.3,   0.8,   0.0
20-Feb-2009,  10.9,   0.6,   0.0
21-Feb-2009,   7.1,   0.5,   0.0
22-Feb-2009,   9.0,   6.1,   7.0
23-Feb-2009,  10.1,   6.6,  16.0
24-Feb-2009,   8.2,   5.3,   4.2
25-Feb-2009,   6.6,  -1.2,   2.2
26-Feb-2009,   1.1,  -3.5,   2.4
27-Feb-2009,   5.3,   0.4,   0.0
28-Feb-2009,   5.9,   0.7,   0.8
01-Mar-2009,  13.3,   4.4,   7.6
02-Mar-2009,  12.5,   5.1,   2.6
03-Mar-2009,   8.3,   2.9,   2.8
04-Mar-2009,   6.9,   3.6,   0.2
05-Mar-2009,   8.7,   0.1,   0.0
06-Mar-2009,   6.1,  -1.8,   0.0
07-Mar-2009,   5.9,  -0.5,   1.2
08-Mar-2009,   4.8,  -2.0,   0.0
09-Mar-2009,   2.6,  -3.4,   4.6
10-Mar-2009,   0.9,  -5.2,   0.0
11-Mar-2009,   4.0,  -5.1,   0.0
12-Mar-2009,   6.0,  -2.3,   0.0
13-Mar-2009,   9.7,   1.0,   6.8
14-Mar-2009,   5.2,   1.6,   3.6
15-Mar-2009,   6.0,   0.8,   6.8
16-Mar-2009,   7.6,   2.6,   0.6
17-Mar-2009,   7.7,   3.1,   1.2
18-Mar-2009,   6.8,   3.1,   4.4
19-Mar-2009,   7.5,   5.3,  15.8
20-Mar-2009,  10.5,   1.7,   3.6
21-Mar-2009,   7.3,  -0.0,   0.0
22-Mar-2009,   8.3,   0.4,   0.6
23-Mar-2009,   5.3,   2.2,  13.6
24-Mar-2009,  10.2,   2.5,   1.2
25-Mar-2009,   8.1,   1.4,   0.0
26-Mar-2009,   8.3,   2.6,   0.0
27-Mar-2009,   9.4,   4.9,   0.6
28-Mar-2009,   6.6,   1.8,   2.0
29-Mar-2009,   9.1,   3.4,   0.0
30-Mar-2009,   7.1,   3.6,  14.0
31-Mar-2009,   8.9,   3.2,   0.6
01-Apr-2009,   3.7,   0.9,  29.0
02-Apr-2009,   7.8,   3.2,   0.0
03-Apr-2009,   8.8,   1.9,   0.0
04-Apr-2009,  10.2,   1.7,   0.0
05-Apr-2009,  14.3,   4.3,   0.0
06-Apr-2009,  15.9,   4.6,   0.0
07-Apr-2009,  12.9,   5.0,   0.0
08-Apr-2009,  10.6,   6.5,   2.2
09-Apr-2009,  12.4,   4.7,   1.8
10-Apr-2009,  11.7,   6.7,   1.4
11-Apr-2009,  11.6,   7.2,   7.4
12-Apr-2009,  10.4,   4.3,   7.6
13-Apr-2009,  11.1,   2.0,   0.2
14-Apr-2009,  10.2,   2.4,   0.0
15-Apr-2009,  12.7,   6.0,   0.0
16-Apr-2009,  13.5,   7.8,  11.4
17-Apr-2009,  13.6,   4.9,   0.0
18-Apr-2009,  11.9,   8.4,   0.0
19-Apr-2009,  14.1,   9.0,   4.4
20-Apr-2009,  18.5,  11.9,   0.0
21-Apr-2009,   NaN,   NaN,   0.0
22-Apr-2009,  11.0,   5.6,   0.2
23-Apr-2009,  11.9,   5.0,   0.0
24-Apr-2009,  12.3,   4.8,   0.0
25-Apr-2009,  11.7,   6.3,   0.0
26-Apr-2009,  12.4,   3.9,   0.0
27-Apr-2009,  13.7,   7.4,   0.0
28-Apr-2009,  16.3,   9.9,   0.0
29-Apr-2009,  14.6,   8.9,   0.0
30-Apr-2009,  15.8,   8.6,   0.0
01-May-2009,  18.5,   7.0,   0.0
02-May-2009,  16.0,   8.8,   4.4
03-May-2009,  14.8,   7.8,   0.0
04-May-2009,  16.2,   8.9,   7.0
05-May-2009,  12.5,   8.3,   1.2
06-May-2009,  12.9,   7.0,  10.0
07-May-2009,  13.5,   7.7,   0.6
08-May-2009,  12.7,   7.3,   0.4
09-May-2009,  14.4,   5.7,   0.0
10-May-2009,  15.6,   7.7,   1.4
11-May-2009,  14.7,   7.2,  12.6
12-May-2009,  12.6,   6.1,   1.2
13-May-2009,  11.1,   5.9,  11.2
14-May-2009,  13.4,   6.4,   1.0
15-May-2009,  16.2,   8.7,   0.0
16-May-2009,  20.9,  11.0,   0.0
17-May-2009,  20.3,  12.9,   0.0
18-May-2009,  15.4,   9.3,   4.2
19-May-2009,  13.7,   9.3,   0.0
20-May-2009,  14.3,   9.7,   0.2
21-May-2009,  16.6,   6.8,   0.0
22-May-2009,  16.9,   8.5,   0.0
23-May-2009,  16.4,  11.1,   0.0
24-May-2009,  16.9,  10.4,   0.0
25-May-2009,  18.4,   9.9,   0.0
26-May-2009,  18.6,  11.6,  13.4
27-May-2009,  16.5,   9.1,   0.0
28-May-2009,  20.8,   9.1,   0.0
29-May-2009,  23.6,  13.9,   0.0
30-May-2009,  18.2,  13.1,   0.0
31-May-2009,  20.1,  12.8,   0.0
01-Jun-2009,  24.0,  13.2,   0.0
02-Jun-2009,  26.9,  13.7,   0.0
03-Jun-2009,  28.1,  15.4,   0.0
04-Jun-2009,  28.1,  15.5,   0.0
05-Jun-2009,  22.4,  16.2,   0.0
06-Jun-2009,  19.3,  14.8,   0.0
07-Jun-2009,  20.0,  15.0,   0.0
08-Jun-2009,  18.8,  14.2,   0.0
09-Jun-2009,  21.2,  13.6,   0.0
10-Jun-2009,  21.4,  13.4,   0.0
11-Jun-2009,  20.1,  12.5,   0.0
12-Jun-2009,  20.7,  12.2,   0.0
13-Jun-2009,  22.0,  12.7,   0.0
14-Jun-2009,  19.0,  12.9,   0.0
15-Jun-2009,  19.5,  12.6,   0.0
16-Jun-2009,  19.7,  13.3,   0.0
17-Jun-2009,  20.2,  14.7,   0.0
18-Jun-2009,  21.6,  14.7,   0.0
19-Jun-2009,  19.7,  14.3,   0.0
20-Jun-2009,  16.8,  11.1,   1.0
21-Jun-2009,  17.8,  12.3,   0.0
22-Jun-2009,  18.4,  11.3,   0.0
23-Jun-2009,  19.0,  11.4,   0.0
24-Jun-2009,  18.2,  13.9,   8.4
25-Jun-2009,  19.3,  12.3,   1.4
26-Jun-2009,  17.7,  12.1,   0.0
27-Jun-2009,  21.2,  12.0,   0.8
28-Jun-2009,  18.2,  12.2,   0.0
29-Jun-2009,  18.7,   9.5,   0.0
30-Jun-2009,  18.1,  12.0,   0.0
01-Jul-2009,  17.8,  12.6,   0.0
02-Jul-2009,  20.3,  12.9,   0.0
03-Jul-2009,  23.8,  13.0,   0.0
04-Jul-2009,  22.1,  13.9,   0.0
05-Jul-2009,  23.0,  15.4,   0.0
06-Jul-2009,  17.3,  13.9,   0.0
07-Jul-2009,  14.3,  11.9,   8.6
08-Jul-2009,  17.0,  11.8,   3.2
09-Jul-2009,  19.6,  12.2,   0.0
10-Jul-2009,  22.0,  12.1,   0.0
11-Jul-2009,  23.9,  13.0,   0.0
12-Jul-2009,  19.9,  15.0,   0.0
13-Jul-2009,  17.5,  13.5,   0.0
14-Jul-2009,  18.7,  13.6,   0.0
15-Jul-2009,  22.1,  13.1,   0.0
16-Jul-2009,  25.7,  14.4,   0.0
17-Jul-2009,  27.5,  16.4,   0.0
18-Jul-2009,  23.5,  16.2,   0.0
19-Jul-2009,  21.7,  14.2,   0.0
20-Jul-2009,  24.1,  13.3,   0.0
21-Jul-2009,  25.3,  16.9,   0.0
22-Jul-2009,  22.8,  15.9,   0.0
23-Jul-2009,  20.5,  13.2,   0.0
24-Jul-2009,  21.7,  15.7,   0.0
25-Jul-2009,  23.5,  17.9,   4.2
26-Jul-2009,  26.7,  18.9,   0.4
27-Jul-2009,  28.0,  18.0,   0.0
28-Jul-2009,  30.4,  19.9,   0.0
29-Jul-2009,  34.5,  20.9,   0.0
30-Jul-2009,  32.9,  22.0,   0.0
31-Jul-2009,  26.8,  17.9,   0.0
01-Aug-2009,  25.6,  16.3,   0.0
02-Aug-2009,  25.1,  17.4,   0.0
03-Aug-2009,  24.2,  18.5,   0.0
04-Aug-2009,  21.3,  16.0,   0.0
05-Aug-2009,  20.2,  14.0,   0.0
06-Aug-2009,  20.4,  13.4,   0.0
07-Aug-2009,  18.6,  14.9,   0.0
08-Aug-2009,  18.1,  14.2,   0.0
09-Aug-2009,  21.4,  15.5,   4.2
10-Aug-2009,  16.6,  13.3,  17.4
11-Aug-2009,  20.7,  14.3,   0.8
12-Aug-2009,  20.3,  12.7,   0.0
13-Aug-2009,  16.5,  13.0,   5.2
14-Aug-2009,  18.6,  12.9,   0.0
15-Aug-2009,  18.9,  13.4,   0.2
16-Aug-2009,  20.0,  11.6,   0.0
17-Aug-2009,  20.1,  14.4,   0.0
18-Aug-2009,  23.6,  15.9,   0.0
19-Aug-2009,  24.1,  16.2,   0.0
20-Aug-2009,  25.9,  17.6,   0.0
21-Aug-2009,  21.1,  15.8,   0.0
22-Aug-2009,  20.1,  12.4,   0.0
23-Aug-2009,  19.6,  12.6,   0.0
24-Aug-2009,  22.2,  11.3,   0.0
25-Aug-2009,  19.5,  12.7,   0.2
26-Aug-2009,  19.2,  10.9,   0.0
27-Aug-2009,  25.5,  11.3,   0.0
28-Aug-2009,  21.7,  14.4,   0.0
29-Aug-2009,  20.9,  15.2,   0.0
30-Aug-2009,  20.6,  12.9,   0.0
31-Aug-2009,  20.2,  14.1,   0.0
01-Sep-2009,  20.3,  14.8,   0.0
02-Sep-2009,  20.6,  14.3,   0.0
03-Sep-2009,  19.5,  12.8,  11.8
04-Sep-2009,  21.6,  13.7,   0.0
05-Sep-2009,  19.4,  14.8,   2.4
06-Sep-2009,  15.6,  12.0,   7.2
07-Sep-2009,  17.6,  11.6,   0.2
08-Sep-2009,  18.1,  11.8,   0.0
09-Sep-2009,  15.9,  11.0,  17.4
10-Sep-2009,  19.6,  14.1,   0.2
11-Sep-2009,  22.9,  13.1,   0.0
12-Sep-2009,  25.7,  13.9,   0.0
13-Sep-2009,  21.8,  14.8,   0.0
14-Sep-2009,  19.5,  15.2,   0.0
15-Sep-2009,  22.0,  14.5,   0.0
16-Sep-2009,  18.8,  13.6,   5.0
17-Sep-2009,  20.1,  11.2,   0.4
18-Sep-2009,  24.2,  13.4,   1.2
19-Sep-2009,  18.6,  14.3,  13.4
20-Sep-2009,  17.5,  11.6,   0.0
21-Sep-2009,  18.4,   9.9,   0.0
22-Sep-2009,  23.0,  11.6,   0.0
23-Sep-2009,  26.2,  13.3,   0.0
24-Sep-2009,  16.8,  11.6,   0.0
25-Sep-2009,  18.5,  10.7,   0.0
26-Sep-2009,  17.5,   9.9,   0.0
27-Sep-2009,  14.4,   8.1,   0.0
28-Sep-2009,  15.3,   8.9,   1.8
29-Sep-2009,  11.6,   8.4,  23.4
30-Sep-2009,  12.8,   5.9,   0.0
01-Oct-2009,  11.7,   8.6,   6.4
02-Oct-2009,  12.5,   7.4,   1.6
03-Oct-2009,  12.7,   5.4,   0.0
04-Oct-2009,  15.3,   7.6,   0.0
05-Oct-2009,  16.1,   7.1,   0.0
06-Oct-2009,  13.1,   6.5,   0.0
07-Oct-2009,  14.0,   9.2,   0.0
08-Oct-2009,  13.3,   6.9,   0.0
09-Oct-2009,  13.3,   6.8,   0.0
10-Oct-2009,  13.9,   5.2,   0.0
11-Oct-2009,  11.3,   2.6,   0.0
12-Oct-2009,  10.9,   1.6,   0.0
13-Oct-2009,  12.5,   6.6,   0.4
14-Oct-2009,  15.4,  10.0,   5.0
15-Oct-2009,  17.0,  10.4,   4.0
16-Oct-2009,  15.7,  12.4,  17.0
17-Oct-2009,  16.5,  12.6,  28.4
18-Oct-2009,  12.7,  10.0,   0.8
19-Oct-2009,  12.4,   8.5,   0.2
20-Oct-2009,  12.1,   9.5,   0.0
21-Oct-2009,  14.9,  10.3,   5.8
22-Oct-2009,  12.0,   9.3,   4.4
23-Oct-2009,  11.5,   8.8,  15.4
24-Oct-2009,  12.1,   5.5,   0.0
25-Oct-2009,   8.4,   5.1,  16.6
26-Oct-2009,  11.9,   7.0,  13.0
27-Oct-2009,  10.5,   2.5,   0.0
28-Oct-2009,   7.5,   3.3,   7.4
29-Oct-2009,   8.0,   4.5,  17.8
30-Oct-2009,  14.3,   8.2,   9.4
31-Oct-2009,  13.4,   5.3,   1.2
01-Nov-2009,  12.0,   5.7,   0.0
02-Nov-2009,   8.8,   5.8,   1.6
03-Nov-2009,  10.4,   4.3,   0.0
04-Nov-2009,  13.1,   4.0,   0.0
05-Nov-2009,  13.1,   8.5,   7.8
06-Nov-2009,   9.5,   6.7,   3.6
07-Nov-2009,   7.9,   5.4,  14.0
08-Nov-2009,   8.7,   5.2,   3.8
09-Nov-2009,  11.5,   6.3,   8.6
10-Nov-2009,   7.8,   5.7,   7.2
11-Nov-2009,   9.3,   3.8,   0.6
12-Nov-2009,   8.7,   4.4,   0.4
13-Nov-2009,   7.8,   1.5,   4.6
14-Nov-2009,   5.2,   0.4,   4.4
15-Nov-2009,   9.0,   3.6,   7.4
16-Nov-2009,  10.4,   5.6,  39.2
17-Nov-2009,  10.4,   3.3,   3.0
18-Nov-2009,   6.4,   3.5,  15.2
19-Nov-2009,  10.9,   5.4,  19.4
20-Nov-2009,  10.5,   5.4,   9.4
21-Nov-2009,   6.5,   3.2,  22.2
22-Nov-2009,   6.8,   3.7,  12.0
23-Nov-2009,   6.5,   5.2,   5.4
24-Nov-2009,   9.4,   6.3,   3.8
25-Nov-2009,  10.9,   9.4,  27.4
26-Nov-2009,  10.3,   6.4,   4.6
27-Nov-2009,   7.9,   4.4,   0.2
28-Nov-2009,   7.1,   5.0,  13.4
29-Nov-2009,  10.2,   7.2,   0.6
30-Nov-2009,   9.8,   5.0,   1.2
01-Dec-2009,   8.2,   0.6,   0.0
02-Dec-2009,   6.2,  -1.3,   0.0
03-Dec-2009,   5.2,  -0.7,   0.0
04-Dec-2009,   5.9,   0.8,   0.0
05-Dec-2009,   6.0,  -0.6,   0.0
06-Dec-2009,   5.2,  -2.6,   0.0
07-Dec-2009,   1.7,  -5.1,   0.0
08-Dec-2009,   1.0,  -5.5,   0.0
09-Dec-2009,   0.4,  -3.8,   0.0
10-Dec-2009,  -1.2,  -2.8,   0.0
11-Dec-2009,   0.3,  -1.4,   0.0
12-Dec-2009,   1.9,  -3.4,   0.0
13-Dec-2009,   0.5,  -3.6,   0.0
14-Dec-2009,   2.2,  -2.2,   8.2
15-Dec-2009,   7.5,   2.3,   9.4
16-Dec-2009,   9.5,   7.8,  10.4
17-Dec-2009,   9.7,   7.1,   1.0
18-Dec-2009,   9.9,   6.0,   3.2
19-Dec-2009,   6.3,   4.8,   3.4
20-Dec-2009,  10.0,   4.7,  23.6
21-Dec-2009,   9.8,   2.9,  10.6
22-Dec-2009,   3.5,   1.2,   0.0
23-Dec-2009,   4.0,   0.5,   0.0
24-Dec-2009,   4.0,  -1.0,   0.0
25-Dec-2009,   4.0,  -1.8,   0.0
26-Dec-2009,   6.5,  -0.5,   0.0
27-Dec-2009,   4.1,  -1.3,   0.2
28-Dec-2009,   4.3,  -1.3,   0.0
29-Dec-2009,   5.9,   2.5,   0.0
30-Dec-2009,   4.9,   2.8,   4.0
31-Dec-2009,   7.1,   4.2,   4.2
01-Jan-2010,   9.2,   6.0,  16.2
02-Jan-2010,   8.0,   6.0,   4.4
03-Jan-2010,   7.2,   5.3,   1.6
04-Jan-2010,  14.1,   5.2,   2.2
05-Jan-2010,   8.4,   2.4,   0.0
06-Jan-2010,   7.1,  -0.4,   0.2
07-Jan-2010,  14.4,  -0.2,   1.4
08-Jan-2010,   8.9,   4.4,  11.0
09-Jan-2010,  10.8,   7.9,   3.4
10-Jan-2010,  15.4,   8.3,   0.0
11-Jan-2010,  13.1,  10.2,  12.6
12-Jan-2010,  11.8,   9.9,   5.4
13-Jan-2010,  13.6,   8.7,   0.2
14-Jan-2010,  10.9,   7.4,  29.8
15-Jan-2010,  11.0,   3.9,  20.2
16-Jan-2010,   8.4,   2.7,   0.4
17-Jan-2010,  10.3,   6.5,   9.2
18-Jan-2010,  10.7,   9.7,   0.0
19-Jan-2010,   NaN,   NaN,   0.0
20-Jan-2010,  12.1,   6.9,   0.2
21-Jan-2010,  11.4,   5.7,   0.0
22-Jan-2010,  10.4,   5.1,   0.0
23-Jan-2010,  11.6,   7.3,   2.4
24-Jan-2010,  11.8,   5.4,   0.2
25-Jan-2010,  10.1,   6.7,   3.8
26-Jan-2010,   9.4,   4.4,   0.0
27-Jan-2010,   8.3,   3.1,   0.2
28-Jan-2010,   9.0,   6.1,   0.4
29-Jan-2010,  10.8,   6.9,   1.2
30-Jan-2010,  13.8,   7.7,   0.8
31-Jan-2010,  14.4,   7.9,   0.0
01-Feb-2010,  14.6,   7.6,   0.0
02-Feb-2010,   9.1,   5.3,   3.2
03-Feb-2010,   8.3,   4.5,   0.8
04-Feb-2010,  13.6,   7.2,   0.8
05-Feb-2010,  12.4,   0.5,   2.4
06-Feb-2010,  11.7,   3.8,   0.0
07-Feb-2010,   7.9,   6.2,   0.0
08-Feb-2010,   9.4,   3.4,   0.0
09-Feb-2010,   8.5,   1.7,   0.2
10-Feb-2010,   8.4,   5.0,   1.8
11-Feb-2010,  12.8,   5.7,   1.8
12-Feb-2010,  10.4,   7.0,   2.2
13-Feb-2010,  10.7,   7.4,   2.6
14-Feb-2010,  11.5,   5.5,   8.8
15-Feb-2010,   9.6,   4.2,   6.6
16-Feb-2010,  11.0,   4.8,   9.2
17-Feb-2010,   7.8,   2.9,   0.0
18-Feb-2010,   8.7,   1.3,   0.0
19-Feb-2010,  10.6,   1.5,   0.0
20-Feb-2010,   9.4,   2.0,   0.0
21-Feb-2010,  10.6,   2.1,   0.0
22-Feb-2010,  10.7,   1.3,   0.0
23-Feb-2010,  14.0,   6.9,   0.0
24-Feb-2010,  11.0,   4.9,   6.2
25-Feb-2010,  11.8,   6.2,   0.2
26-Feb-2010,  10.4,   7.0,  10.2
27-Feb-2010,   9.5,   7.2,  22.0
28-Feb-2010,  16.0,   7.2,   0.2
01-Mar-2010,  11.9,   6.2,   0.0
02-Mar-2010,  13.5,   8.3,   1.6
03-Mar-2010,   9.2,   5.0,   0.0
04-Mar-2010,  11.1,   5.2,   0.0
05-Mar-2010,  13.4,   6.4,   1.0
06-Mar-2010,  10.6,   3.4,   0.0
07-Mar-2010,   8.5,   3.9,   3.2
08-Mar-2010,   7.3,   1.2,   0.0
09-Mar-2010,   6.8,   1.2,   0.0
10-Mar-2010,   8.8,   2.3,   1.6
11-Mar-2010,  10.2,   1.1,   2.2
12-Mar-2010,  13.6,   0.8,   0.2
13-Mar-2010,   9.5,   3.9,   4.8
14-Mar-2010,   7.6,   5.0,   8.6
15-Mar-2010,  11.3,   5.5,   6.4
16-Mar-2010,  13.6,   8.6,   2.8
17-Mar-2010,  10.6,   3.4,   0.0
18-Mar-2010,   8.1,   0.9,   0.0
19-Mar-2010,  13.7,   4.7,   0.0
20-Mar-2010,  16.0,   4.2,   0.0
21-Mar-2010,  11.6,   6.2,   1.6
22-Mar-2010,  11.9,   5.2,   0.0
23-Mar-2010,  10.8,   6.5,   0.0
24-Mar-2010,  12.6,   4.4,   0.0
25-Mar-2010,   9.6,   7.5,   6.8
26-Mar-2010,  12.6,   6.9,   4.4
27-Mar-2010,  14.7,   6.8,   0.0
28-Mar-2010,  14.3,   7.6,   7.0
29-Mar-2010,   8.3,   5.1,  12.2
30-Mar-2010,   9.1,   4.3,   2.4
31-Mar-2010,   9.3,   4.1,   0.0
01-Apr-2010,   9.1,   4.5,   2.8
02-Apr-2010,  14.3,   6.5,   0.2
03-Apr-2010,  10.5,   2.5,   2.8
04-Apr-2010,  13.4,   3.4,   6.0
05-Apr-2010,  10.2,   4.5,   7.2
06-Apr-2010,  10.4,   4.5,   2.2
07-Apr-2010,   8.1,   4.9,  13.0
08-Apr-2010,   9.1,   3.1,   3.4
09-Apr-2010,  13.6,   3.5,   1.4
10-Apr-2010,  10.9,   1.2,   0.0
11-Apr-2010,  11.8,   4.3,   0.0
12-Apr-2010,  12.0,   8.0,   0.0
13-Apr-2010,  12.3,   8.0,   0.6
14-Apr-2010,  13.0,   8.2,   0.0
15-Apr-2010,  14.3,   7.4,   1.0
16-Apr-2010,  12.6,   6.3,   0.0
17-Apr-2010,  14.4,  10.6,   5.8
18-Apr-2010,  17.0,  10.8,   0.0
19-Apr-2010,  20.0,   9.1,   0.0
20-Apr-2010,  11.4,   8.7,   6.8
21-Apr-2010,  11.8,   6.8,   0.0
22-Apr-2010,  14.1,   6.7,   0.0
23-Apr-2010,  11.5,   6.1,   5.6
24-Apr-2010,  10.6,   4.8,   1.0
25-Apr-2010,  11.8,   6.1,   2.6
26-Apr-2010,  17.0,   7.2,  13.8
27-Apr-2010,  12.9,   9.6,   4.8
28-Apr-2010,  14.5,   6.9,   0.0
29-Apr-2010,  14.2,   8.5,   0.0
30-Apr-2010,  13.6,   7.5,   1.0
01-May-2010,  14.1,   6.7,   0.4
02-May-2010,  11.6,   5.8,  10.6
03-May-2010,  13.6,   8.1,   0.8
04-May-2010,  11.3,   3.7,   0.0
05-May-2010,  14.1,   2.7,   0.0
06-May-2010,  12.6,   5.8,   0.0
07-May-2010,  14.8,   4.4,   0.0
08-May-2010,  12.0,   6.6,   0.4
09-May-2010,  17.1,   7.1,   0.0
10-May-2010,  16.0,   9.3,   0.0
11-May-2010,  16.1,   8.3,   0.0
12-May-2010,  14.3,   8.3,   0.0
13-May-2010,  17.1,   7.1,   0.0
14-May-2010,  19.2,   8.4,   0.0
15-May-2010,  18.6,   9.7,   0.0
16-May-2010,  18.0,  10.3,   0.0
17-May-2010,  18.7,  10.4,   0.0
18-May-2010,  15.9,  11.1,  10.0
19-May-2010,  19.3,   9.9,   4.8
20-May-2010,  14.8,   8.5,   0.0
21-May-2010,  12.9,   7.2,   1.0
22-May-2010,  13.4,   5.8,   0.0
23-May-2010,  13.8,   8.7,   2.8
24-May-2010,  15.9,   9.1,   0.0
25-May-2010,  14.3,   9.1,   1.8
26-May-2010,  13.1,   9.6,   5.0
27-May-2010,  15.1,  10.9,   2.2
28-May-2010,  12.0,   7.8,   5.8
29-May-2010,  11.3,   8.5,   4.8
30-May-2010,  14.3,   9.1,   3.0
31-May-2010,  17.4,  10.7,   6.4
01-Jun-2010,  17.0,  10.3,   4.2
02-Jun-2010,  16.4,   7.1,   8.8
03-Jun-2010,  11.4,   7.6,   3.6
04-Jun-2010,  15.4,  10.3,   6.0
05-Jun-2010,  13.6,   7.5,   0.2
06-Jun-2010,  15.6,  11.1,   0.6
07-Jun-2010,  17.8,  12.2,   1.2
08-Jun-2010,  17.7,  10.2,   0.4
09-Jun-2010,  16.8,  11.1,  10.6
10-Jun-2010,  14.8,  11.0,   6.4
11-Jun-2010,  16.0,   7.0,   0.0
12-Jun-2010,  20.1,   8.1,   0.0
13-Jun-2010,  18.0,  12.5,   0.0
14-Jun-2010,  16.1,   7.3,   0.0
15-Jun-2010,  11.2,   9.8,  34.8
16-Jun-2010,  17.0,  10.1,   1.4
17-Jun-2010,  14.7,  12.2,   0.0
18-Jun-2010,  17.6,  11.8,   0.0
19-Jun-2010,  15.1,   7.4,   0.0
20-Jun-2010,  16.7,   7.0,   0.0
21-Jun-2010,  17.3,  12.1,   0.0
22-Jun-2010,  19.2,  13.4,   0.0
23-Jun-2010,  21.0,  13.9,   0.0
24-Jun-2010,  16.7,   7.3,   0.0
25-Jun-2010,  18.9,   9.4,   0.0
26-Jun-2010,  17.4,  11.8,   0.0
27-Jun-2010,  17.8,  13.2,   0.6
28-Jun-2010,  18.3,  12.6,   1.6
29-Jun-2010,  17.1,   9.9,   0.0
30-Jun-2010,  17.3,   9.2,   0.0
01-Jul-2010,  12.5,   9.3,   5.8
02-Jul-2010,  18.3,   9.5,   0.2
03-Jul-2010,  18.4,  12.5,   0.0
04-Jul-2010,  17.7,  12.6,   0.0
05-Jul-2010,  18.8,  13.0,   0.0
06-Jul-2010,  21.3,  10.9,   0.0
07-Jul-2010,  28.9,  15.6,   0.2
08-Jul-2010,  28.0,  18.3,   0.0
09-Jul-2010,  24.2,  17.1,   0.0
10-Jul-2010,  23.4,  17.7,   0.0
11-Jul-2010,  22.3,  14.4,   0.0
12-Jul-2010,  19.2,  13.1,   0.0
13-Jul-2010,  18.5,  11.2,   0.0
14-Jul-2010,  21.8,  11.2,   0.0
15-Jul-2010,  20.8,  12.7,   0.0
16-Jul-2010,  19.5,  15.0,   0.0
17-Jul-2010,  19.6,  12.1,   0.0
18-Jul-2010,  19.4,  12.4,   0.0
19-Jul-2010,  18.9,  12.4,   0.0
20-Jul-2010,  20.2,  13.5,   0.0
21-Jul-2010,  21.2,  14.5,   0.4
22-Jul-2010,  21.3,  15.1,   0.0
23-Jul-2010,  20.9,  12.0,   0.0
24-Jul-2010,  21.5,  14.2,   0.0
25-Jul-2010,  20.0,  15.1,   0.0
26-Jul-2010,  22.7,  14.8,   0.0
27-Jul-2010,  25.4,  14.9,   0.0
28-Jul-2010,  21.1,  14.3,   0.0
29-Jul-2010,  20.2,  13.7,   0.0
30-Jul-2010,  21.1,  13.8,   0.0
31-Jul-2010,  20.1,  14.0,   0.0
01-Aug-2010,  19.3,  14.5,   0.0
02-Aug-2010,  21.0,  13.5,   0.0
03-Aug-2010,  22.8,  15.0,   0.0
04-Aug-2010,  23.6,  15.6,   0.0
05-Aug-2010,  25.1,  18.4,   0.0
06-Aug-2010,  20.4,  14.9,   0.0
07-Aug-2010,  16.1,  14.5,  10.6
08-Aug-2010,  19.0,  15.5,   4.0
09-Aug-2010,  18.1,  14.0,   1.4
10-Aug-2010,  21.6,  13.8,   0.0
11-Aug-2010,  20.3,  13.7,   0.4
12-Aug-2010,  20.7,  13.6,   0.0
13-Aug-2010,  27.6,  16.9,   0.0
14-Aug-2010,  30.0,  17.3,   0.0
15-Aug-2010,  29.3,  18.4,   0.0
16-Aug-2010,  27.7,  17.5,   0.0
17-Aug-2010,  26.0,  16.8,   0.0
18-Aug-2010,  19.1,  13.8,   0.0
19-Aug-2010,  18.8,  13.9,   0.0
20-Aug-2010,  18.2,  11.3,   0.0
21-Aug-2010,  20.2,  12.2,   0.0
