#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Host Connected,End of File
9205,07/12/2024 17:13:50,24.66,7267.84,,
9206,07/12/2024 17:18:50,24.06,6133.76,,
9207,07/12/2024 17:23:50,23.42,6215.68,,
9208,07/12/2024 17:28:50,22.69,6149.12,,
9209,07/12/2024 17:33:50,23.21,10644.48,,
9210,07/12/2024 17:38:50,23.81,9254.40,,
9211,07/12/2024 17:43:50,25.48,21555.20,,
9212,07/12/2024 17:48:50,25.61,7669.76,,
9213,07/12/2024 17:53:50,24.19,5365.76,,
9214,07/12/2024 17:58:50,23.16,5186.56,,
9215,07/12/2024 18:03:50,22.56,4791.04,,
9216,07/12/2024 18:08:50,22.09,4693.76,,
9217,07/12/2024 18:13:50,21.79,4687.36,,
9218,07/12/2024 18:18:50,21.79,5271.04,,
9219,07/12/2024 18:23:50,21.79,5826.56,,
9220,07/12/2024 18:28:50,22.61,8204.80,,
9221,07/12/2024 18:33:50,22.61,8325.12,,
9222,07/12/2024 18:38:50,23.42,13716.48,,
9223,07/12/2024 18:43:50,25.35,16742.40,,
9224,07/12/2024 18:48:50,26.04,8965.12,,
9225,07/12/2024 18:53:50,24.06,3992.32,,
9226,07/12/2024 18:58:50,22.61,3724.80,,
9227,07/12/2024 19:03:50,21.66,3631.36,,
9228,07/12/2024 19:08:50,20.98,3558.40,,
9229,07/12/2024 19:13:50,20.46,3473.92,,
9230,07/12/2024 19:18:50,20.20,3381.76,,
9231,07/12/2024 19:23:50,19.90,3329.28,,
9232,07/12/2024 19:28:50,19.77,3232.00,,
9233,07/12/2024 19:33:50,19.69,3150.08,,
9234,07/12/2024 19:38:50,19.52,3036.16,,
9235,07/12/2024 19:43:50,19.47,2956.80,,
9236,07/12/2024 19:48:50,19.39,2862.08,,
9237,07/12/2024 19:53:50,19.22,2758.40,,
9238,07/12/2024 19:58:50,19.17,2616.96,,
9239,07/12/2024 20:03:50,19.17,2492.80,,
9240,07/12/2024 20:08:50,19.09,2324.48,,
9241,07/12/2024 20:13:50,19.00,2168.96,,
9242,07/12/2024 20:18:50,18.87,2000.64,,
9243,07/12/2024 20:23:50,18.66,1841.92,,
9244,07/12/2024 20:28:50,18.44,1686.40,,
9245,07/12/2024 20:33:50,18.32,1511.68,,
9246,07/12/2024 20:38:50,18.23,1338.88,,
9247,07/12/2024 20:43:50,18.02,1163.84,,
9248,07/12/2024 20:48:50,17.89,989.44,,
9249,07/12/2024 20:53:50,17.72,814.08,,
9250,07/12/2024 20:58:50,17.63,651.52,,
9251,07/12/2024 21:03:50,17.41,495.52,,
9252,07/12/2024 21:08:50,17.37,351.68,,
9253,07/12/2024 21:13:50,17.24,237.12,,
9254,07/12/2024 21:18:50,17.07,150.12,,
9255,07/12/2024 21:23:50,16.99,91.56,,
9256,07/12/2024 21:28:50,16.90,50.14,,
9257,07/12/2024 21:33:50,16.81,26.65,,
9258,07/12/2024 21:38:50,16.77,14.17,,
9259,07/12/2024 21:43:50,16.60,7.07,,
9260,07/12/2024 21:48:50,16.56,3.14,,
9261,07/12/2024 21:53:50,16.47,1.37,,
9262,07/12/2024 21:58:50,16.34,0.39,,
9263,07/12/2024 22:03:50,16.26,0.19,,
9264,07/12/2024 22:08:50,16.17,0.00,,
9265,07/12/2024 22:13:50,16.08,0.00,,
9266,07/12/2024 22:18:50,16.08,0.00,,
9267,07/12/2024 22:23:50,16.30,0.00,,
9268,07/12/2024 22:28:50,16.51,0.00,,
9269,07/12/2024 22:33:50,16.51,0.00,,
9270,07/12/2024 22:38:50,16.39,0.00,,
9271,07/12/2024 22:43:50,16.26,0.00,,
9272,07/12/2024 22:48:50,16.04,0.00,,
9273,07/12/2024 22:53:50,15.83,0.00,,
9274,07/12/2024 22:58:50,15.70,0.00,,
9275,07/12/2024 23:03:50,15.66,0.00,,
9276,07/12/2024 23:08:50,15.70,0.00,,
9277,07/12/2024 23:13:50,15.66,0.00,,
9278,07/12/2024 23:18:50,15.61,0.00,,
9279,07/12/2024 23:23:50,15.57,0.00,,
9280,07/12/2024 23:28:50,15.44,0.00,,
9281,07/12/2024 23:33:50,15.40,0.00,,
9282,07/12/2024 23:38:50,15.36,0.00,,
9283,07/12/2024 23:43:50,15.36,0.00,,
9284,07/12/2024 23:48:50,15.36,0.00,,
9285,07/12/2024 23:53:50,15.40,0.00,,
9286,07/12/2024 23:58:50,15.44,0.00,,
9287,07/13/2024 00:03:50,15.48,0.00,,
9288,07/13/2024 00:08:50,15.36,0.00,,
9289,07/13/2024 00:13:50,15.31,0.00,,
9290,07/13/2024 00:18:50,15.27,0.00,,
9291,07/13/2024 00:23:50,15.23,0.00,,
9292,07/13/2024 00:28:50,15.27,0.00,,
9293,07/13/2024 00:33:50,15.27,0.00,,
9294,07/13/2024 00:38:50,15.48,0.00,,
9295,07/13/2024 00:43:50,15.57,0.00,,
9296,07/13/2024 00:48:50,15.53,0.00,,
9297,07/13/2024 00:53:50,15.53,0.00,,
9298,07/13/2024 00:58:50,15.48,0.00,,
9299,07/13/2024 01:03:50,15.44,0.00,,
9300,07/13/2024 01:08:50,15.40,0.00,,
9301,07/13/2024 01:13:50,15.36,0.00,,
9302,07/13/2024 01:18:50,15.36,0.19,,
9303,07/13/2024 01:23:50,15.40,0.00,,
9304,07/13/2024 01:28:50,15.36,0.00,,
9305,07/13/2024 01:33:50,15.27,0.00,,
9306,07/13/2024 01:38:50,15.23,0.00,,
9307,07/13/2024 01:43:50,15.27,0.00,,
9308,07/13/2024 01:48:50,15.31,0.00,,
9309,07/13/2024 01:53:50,15.44,0.00,,
9310,07/13/2024 01:58:50,15.61,0.00,,
9311,07/13/2024 02:03:50,15.57,0.00,,
9312,07/13/2024 02:08:50,15.53,0.00,,
9313,07/13/2024 02:13:50,15.48,0.00,,
9314,07/13/2024 02:18:50,15.48,0.00,,
9315,07/13/2024 02:23:50,15.40,0.00,,
9316,07/13/2024 02:28:50,15.31,0.00,,
9317,07/13/2024 02:33:50,15.36,0.00,,
9318,07/13/2024 02:38:50,15.31,0.00,,
9319,07/13/2024 02:43:50,15.27,0.00,,
9320,07/13/2024 02:48:50,15.18,0.00,,
9321,07/13/2024 02:53:50,15.23,0.00,,
9322,07/13/2024 02:58:50,15.23,0.00,,
9323,07/13/2024 03:03:50,15.23,0.00,,
9324,07/13/2024 03:08:50,15.23,0.00,,
9325,07/13/2024 03:13:50,15.18,0.00,,
9326,07/13/2024 03:18:50,15.10,0.00,,
9327,07/13/2024 03:23:50,14.97,0.00,,
9328,07/13/2024 03:28:50,15.01,0.00,,
9329,07/13/2024 03:33:50,15.01,0.00,,
9330,07/13/2024 03:38:50,14.97,0.00,,
9331,07/13/2024 03:43:50,14.93,0.00,,
9332,07/13/2024 03:48:50,14.97,0.00,,
9333,07/13/2024 03:53:50,14.97,0.00,,
9334,07/13/2024 03:58:50,14.88,0.00,,
9335,07/13/2024 04:03:50,14.80,0.00,,
9336,07/13/2024 04:08:50,14.71,0.00,,
9337,07/13/2024 04:13:50,14.67,0.00,,
9338,07/13/2024 04:18:50,14.67,0.00,,
9339,07/13/2024 04:23:50,14.71,0.00,,
9340,07/13/2024 04:28:50,14.71,0.19,,
9341,07/13/2024 04:33:50,14.80,0.58,,
9342,07/13/2024 04:38:50,14.80,1.17,,
9343,07/13/2024 04:43:50,14.75,2.55,,
9344,07/13/2024 04:48:50,14.84,5.30,,
9345,07/13/2024 04:53:50,14.80,10.21,,
9346,07/13/2024 04:58:50,14.80,20.50,,
9347,07/13/2024 05:03:50,14.80,38.71,,
9348,07/13/2024 05:08:50,14.80,74.96,,
9349,07/13/2024 05:13:50,14.84,126.44,,
9350,07/13/2024 05:18:50,14.80,201.60,,
9351,07/13/2024 05:23:50,14.80,298.80,,
9352,07/13/2024 05:28:50,14.80,422.08,,
9353,07/13/2024 05:33:50,14.84,561.12,,
9354,07/13/2024 05:38:50,14.84,734.08,,
9355,07/13/2024 05:43:50,14.93,936.00,,
9356,07/13/2024 05:48:50,15.10,1130.24,,
9357,07/13/2024 05:53:50,15.14,1326.72,,
9358,07/13/2024 05:58:50,15.14,1527.68,,
9359,07/13/2024 06:03:50,15.23,1713.28,,
9360,07/13/2024 06:08:50,15.36,1896.96,,
9361,07/13/2024 06:13:50,15.44,2062.08,,
9362,07/13/2024 06:18:50,15.57,2224.00,,
9363,07/13/2024 06:23:50,15.70,2378.24,,
9364,07/13/2024 06:28:50,15.74,2529.28,,
9365,07/13/2024 06:33:50,15.83,2696.96,,
9366,07/13/2024 06:38:50,16.00,2856.96,,
9367,07/13/2024 06:43:50,16.17,3023.36,,
9368,07/13/2024 06:48:50,16.21,3240.96,,
9369,07/13/2024 06:53:50,16.51,3530.24,,
9370,07/13/2024 06:58:50,17.03,4674.56,,
9371,07/13/2024 07:03:50,18.32,8752.64,,
9372,07/13/2024 07:08:50,19.82,9461.76,,
9373,07/13/2024 07:13:50,21.02,9594.88,,
9374,07/13/2024 07:18:50,21.96,10462.72,,
9375,07/13/2024 07:23:50,22.95,11801.60,,
9376,07/13/2024 07:28:50,24.06,13829.12,,
9377,07/13/2024 07:33:50,25.14,14970.88,,
9378,07/13/2024 07:38:50,26.25,16317.44,,
9379,07/13/2024 07:43:50,27.15,17576.96,,
9380,07/13/2024 07:48:50,28.53,18703.36,,
9381,07/13/2024 07:53:50,29.13,19947.52,,
9382,07/13/2024 07:58:50,29.98,20439.04,,
9383,07/13/2024 08:03:50,30.76,22835.20,,
9384,07/13/2024 08:08:50,31.74,24473.60,,
9385,07/13/2024 08:13:50,32.26,25743.36,,
9386,07/13/2024 08:18:50,33.03,27105.28,,
9387,07/13/2024 08:23:50,34.15,28887.04,,
9388,07/13/2024 08:28:50,34.70,30156.80,,
9389,07/13/2024 08:33:50,35.43,32010.24,,
9390,07/13/2024 08:38:50,36.38,33146.88,,
9391,07/13/2024 08:43:50,36.93,34539.52,,
9392,07/13/2024 08:48:50,37.88,35399.68,,
9393,07/13/2024 08:53:50,38.18,36689.92,,
9394,07/13/2024 08:58:50,38.95,37877.76,,
9395,07/13/2024 09:03:50,38.78,38901.76,,
9396,07/13/2024 09:08:50,38.86,39761.92,,
9397,07/13/2024 09:13:50,39.25,40325.12,,
9398,07/13/2024 09:18:50,39.89,42536.96,,
9399,07/13/2024 09:23:50,40.32,42639.36,,
9400,07/13/2024 09:28:50,41.14,44871.68,,
9401,07/13/2024 09:33:50,42.04,46039.04,,
9402,07/13/2024 09:38:50,42.25,47513.60,,
9403,07/13/2024 09:43:50,42.90,48291.84,,
9404,07/13/2024 09:48:50,42.85,44400.64,,
9405,07/13/2024 09:53:50,43.20,50237.44,,
9406,07/13/2024 09:58:50,43.63,50831.36,,
9407,07/13/2024 10:03:50,44.01,51281.92,,
9408,07/13/2024 10:08:50,43.58,53207.04,,
9409,07/13/2024 10:13:50,43.50,52838.40,,
9410,07/13/2024 10:18:50,44.14,54108.16,,
9411,07/13/2024 10:23:50,44.53,55808.00,,
9412,07/13/2024 10:28:50,44.79,55808.00,,
9413,07/13/2024 10:33:50,44.18,54272.00,,
9414,07/13/2024 10:38:50,44.44,59023.36,,
9415,07/13/2024 10:43:50,44.14,58900.48,,
9416,07/13/2024 10:48:50,43.97,63221.76,,
9417,07/13/2024 10:53:50,44.66,61767.68,,
9418,07/13/2024 10:58:50,45.34,61419.52,,
9419,07/13/2024 11:03:50,45.39,59248.64,,
9420,07/13/2024 11:08:50,45.60,61972.48,,
9421,07/13/2024 11:13:50,45.09,61542.40,,
9422,07/13/2024 11:18:50,45.73,63549.44,,
9423,07/13/2024 11:23:50,45.47,62300.16,,
9424,07/13/2024 11:28:50,45.94,64552.96,,
9425,07/13/2024 11:33:50,46.59,63631.36,,
9426,07/13/2024 11:38:50,47.06,63590.40,,
9427,07/13/2024 11:43:50,46.59,63467.52,,
9428,07/13/2024 11:48:50,46.50,64512.00,,
9429,07/13/2024 11:53:50,46.24,63447.04,,
9430,07/13/2024 11:58:50,45.09,56340.48,,
9431,07/13/2024 12:03:50,41.10,29245.44,,
9432,07/13/2024 12:08:50,37.88,26081.28,,
9433,07/13/2024 12:13:50,35.82,27023.36,,
9434,07/13/2024 12:18:50,35.73,36577.28,,
9435,07/13/2024 12:23:50,38.86,60702.72,,
9436,07/13/2024 12:28:50,42.13,59596.80,,
9437,07/13/2024 12:33:50,44.61,63979.52,,
9438,07/13/2024 12:38:50,45.73,63774.72,,
9439,07/13/2024 12:43:50,45.86,65761.28,,
9440,07/13/2024 12:48:50,46.46,67112.96,,
9441,07/13/2024 12:53:50,47.02,66088.96,,
9442,07/13/2024 12:58:50,47.27,67543.04,,
9443,07/13/2024 13:03:50,47.62,67727.36,,
9444,07/13/2024 13:08:50,47.87,68321.28,,
9445,07/13/2024 13:13:50,48.26,69427.20,,
9446,07/13/2024 13:18:50,48.05,68874.24,,
9447,07/13/2024 13:23:50,47.57,69365.76,,
9448,07/13/2024 13:28:50,47.10,67379.20,,
9449,07/13/2024 13:33:50,45.43,43253.76,,
9450,07/13/2024 13:38:50,40.80,14013.44,,
9451,07/13/2024 13:43:50,35.86,7457.28,,
9452,07/13/2024 13:48:50,31.74,21749.76,,
9453,07/13/2024 13:53:50,29.34,6707.20,,
9454,07/13/2024 13:58:50,26.85,6417.92,,
9455,07/13/2024 14:03:50,25.52,6371.84,,
9456,07/13/2024 14:08:50,24.36,8368.64,,
9457,07/13/2024 14:13:50,23.85,5614.08,,
9458,07/13/2024 14:18:50,23.68,5826.56,,
9459,07/13/2024 14:23:50,23.76,18170.88,,
9460,07/13/2024 14:28:50,23.34,6264.32,,
9461,07/13/2024 14:33:50,23.64,5757.44,,
9462,07/13/2024 14:38:50,25.69,52060.16,,
9463,07/13/2024 14:43:50,27.32,6405.12,,
9464,07/13/2024 14:48:50,28.44,8312.32,,
9465,07/13/2024 14:53:50,31.14,58716.16,,
9466,07/13/2024 14:58:50,32.64,53616.64,,
9467,07/13/2024 15:03:50,34.70,26101.76,,
9468,07/13/2024 15:08:50,34.88,58613.76,,
9469,07/13/2024 15:13:50,35.78,19087.36,,
9470,07/13/2024 15:18:50,35.35,11054.08,,
9471,07/13/2024 15:23:50,35.30,49111.04,,
9472,07/13/2024 15:28:50,39.29,55951.36,,
9473,07/13/2024 15:33:50,40.71,56504.32,,
9474,07/13/2024 15:38:50,41.44,52387.84,,
9475,07/13/2024 15:43:50,40.92,47513.60,,
9476,07/13/2024 15:48:50,40.02,38184.96,,
9477,07/13/2024 15:53:50,39.64,37017.60,,
9478,07/13/2024 15:58:50,38.78,22251.52,,
9479,07/13/2024 16:03:50,38.18,23183.36,,
9480,07/13/2024 16:08:50,35.22,25538.56,,
9481,07/13/2024 16:13:50,32.26,11991.04,,
9482,07/13/2024 16:18:50,29.47,11095.04,,
9483,07/13/2024 16:23:50,27.58,12349.44,,
9484,07/13/2024 16:28:50,27.32,8921.60,,
9485,07/13/2024 16:33:50,27.15,14525.44,,
9486,07/13/2024 16:38:50,26.77,21084.16,,
9487,07/13/2024 16:43:50,25.69,12328.96,,
9488,07/13/2024 16:48:50,24.97,5583.36,,
9489,07/13/2024 16:53:50,24.45,7065.60,,
9490,07/13/2024 16:58:50,23.94,8122.88,,
9491,07/13/2024 17:03:50,24.11,9712.64,,
9492,07/13/2024 17:08:50,25.27,10854.40,,
9493,07/13/2024 17:13:50,24.75,6456.32,,
9494,07/13/2024 17:18:50,23.98,7393.28,,
9495,07/13/2024 17:23:50,23.55,5537.28,,
9496,07/13/2024 17:28:50,23.55,11776.00,,
9497,07/13/2024 17:33:50,23.68,8857.60,,
9498,07/13/2024 17:38:50,23.72,8696.32,,
9499,07/13/2024 17:43:50,25.48,13905.92,,
9500,07/13/2024 17:48:50,25.35,8261.12,,
9501,07/13/2024 17:53:50,24.06,4728.32,,
9502,07/13/2024 17:58:50,23.21,5473.28,,
9503,07/13/2024 18:03:50,22.65,4387.84,,
9504,07/13/2024 18:08:50,22.35,4227.84,,
9505,07/13/2024 18:13:50,22.13,4538.88,,
9506,07/13/2024 18:18:50,22.13,5253.12,,
9507,07/13/2024 18:23:50,22.13,7168.00,,
9508,07/13/2024 18:28:50,22.91,7191.04,,
9509,07/13/2024 18:33:50,22.91,9374.72,,
9510,07/13/2024 18:38:50,24.02,19246.08,,
9511,07/13/2024 18:43:50,26.17,20270.08,,
9512,07/13/2024 18:48:50,26.55,6771.20,,
9513,07/13/2024 18:53:50,24.19,3473.92,,
9514,07/13/2024 18:58:50,22.73,3413.76,,
9515,07/13/2024 19:03:50,21.66,3310.08,,
9516,07/13/2024 19:08:50,20.98,3266.56,,
9517,07/13/2024 19:13:50,20.50,3202.56,,
9518,07/13/2024 19:18:50,20.20,3150.08,,
9519,07/13/2024 19:23:50,19.99,3056.64,,
9520,07/13/2024 19:28:50,19.73,2965.76,,
9521,07/13/2024 19:33:50,19.65,2901.76,,
9522,07/13/2024 19:38:50,19.52,2807.04,,
9523,07/13/2024 19:43:50,19.43,2695.68,,
9524,07/13/2024 19:48:50,19.43,2604.80,,
9525,07/13/2024 19:53:50,19.39,2522.88,,
9526,07/13/2024 19:58:50,19.30,2431.36,,
9527,07/13/2024 20:03:50,19.09,2318.72,,
9528,07/13/2024 20:08:50,18.92,2191.36,,
9529,07/13/2024 20:13:50,18.87,2087.04,,
9530,07/13/2024 20:18:50,18.79,1945.60,,
9531,07/13/2024 20:23:50,18.70,1797.76,,
9532,07/13/2024 20:28:50,18.62,1653.76,,
9533,07/13/2024 20:33:50,18.57,1494.40,,
9534,07/13/2024 20:38:50,18.36,1349.12,,
9535,07/13/2024 20:43:50,18.36,1166.40,,
9536,07/13/2024 20:48:50,18.32,994.88,,
9537,07/13/2024 20:53:50,18.10,825.28,,
9538,07/13/2024 20:58:50,18.06,656.00,,
9539,07/13/2024 21:03:50,17.84,507.36,,
9540,07/13/2024 21:08:50,17.84,366.72,,
9541,07/13/2024 21:13:50,17.80,251.52,,
9542,07/13/2024 21:18:50,17.89,162.80,,
9543,07/13/2024 21:23:50,17.97,100.28,,
9544,07/13/2024 21:28:50,17.93,54.18,,
9545,07/13/2024 21:33:50,17.80,28.78,,
9546,07/13/2024 21:38:50,17.84,14.59,,
9547,07/13/2024 21:43:50,17.84,7.46,,
9548,07/13/2024 21:48:50,18.23,3.14,,
9549,07/13/2024 21:53:50,18.36,1.37,,
9550,07/13/2024 21:58:50,18.32,0.39,,
9551,07/13/2024 22:03:50,18.23,0.00,,
9552,07/13/2024 22:08:50,18.19,0.00,,
9553,07/13/2024 22:13:50,18.19,0.00,,
9554,07/13/2024 22:18:50,18.14,0.00,,
9555,07/13/2024 22:23:50,18.19,0.00,,
9556,07/13/2024 22:28:50,18.23,0.00,,
9557,07/13/2024 22:33:50,18.32,0.00,,
9558,07/13/2024 22:38:50,18.27,0.00,,
9559,07/13/2024 22:43:50,18.19,0.00,,
9560,07/13/2024 22:48:50,17.97,0.00,,
9561,07/13/2024 22:53:50,17.80,0.00,,
9562,07/13/2024 22:58:50,17.59,0.00,,
9563,07/13/2024 23:03:50,17.54,0.00,,
9564,07/13/2024 23:08:50,17.41,0.00,,
9565,07/13/2024 23:13:50,17.41,0.00,,
9566,07/13/2024 23:18:50,17.46,0.00,,
9567,07/13/2024 23:23:50,17.59,0.00,,
9568,07/13/2024 23:28:50,17.63,0.00,,
9569,07/13/2024 23:33:50,17.59,0.00,,
9570,07/13/2024 23:38:50,17.59,0.00,,
9571,07/13/2024 23:43:50,17.46,0.00,,
9572,07/13/2024 23:48:50,17.33,0.00,,
9573,07/13/2024 23:53:50,17.20,0.00,,
9574,07/13/2024 23:58:50,17.11,0.00,,
9575,07/14/2024 00:03:50,16.94,0.00,,
9576,07/14/2024 00:08:50,16.81,0.00,,
9577,07/14/2024 00:13:50,16.81,0.00,,
9578,07/14/2024 00:18:50,16.86,0.00,,
9579,07/14/2024 00:23:50,16.81,0.00,,
9580,07/14/2024 00:28:50,16.77,0.00,,
9581,07/14/2024 00:33:50,16.69,0.00,,
9582,07/14/2024 00:38:50,16.60,0.00,,
9583,07/14/2024 00:43:50,16.47,0.00,,
9584,07/14/2024 00:48:50,16.43,0.00,,
9585,07/14/2024 00:53:50,16.34,0.00,,
9586,07/14/2024 00:58:50,16.56,0.00,,
9587,07/14/2024 01:03:50,16.73,0.00,,
9588,07/14/2024 01:08:50,16.81,0.00,,
9589,07/14/2024 01:13:50,16.81,0.00,,
9590,07/14/2024 01:18:50,16.69,0.00,,
9591,07/14/2024 01:23:50,16.56,0.00,,
9592,07/14/2024 01:28:50,16.56,0.00,,
9593,07/14/2024 01:33:50,16.34,0.00,,
9594,07/14/2024 01:38:50,16.17,0.00,,
9595,07/14/2024 01:43:50,15.96,0.00,,
9596,07/14/2024 01:48:50,15.91,0.00,,
9597,07/14/2024 01:53:50,16.00,0.00,,
9598,07/14/2024 01:58:50,15.87,0.00,,
9599,07/14/2024 02:03:50,15.83,0.00,,
9600,07/14/2024 02:08:50,15.87,0.00,,
9601,07/14/2024 02:13:50,15.91,0.00,,
9602,07/14/2024 02:18:50,15.91,0.00,,
9603,07/14/2024 02:23:50,15.87,0.00,,
9604,07/14/2024 02:28:50,15.83,0.00,,
9605,07/14/2024 02:33:50,15.74,0.00,,
9606,07/14/2024 02:38:50,15.66,0.00,,
9607,07/14/2024 02:43:50,15.48,0.00,,
9608,07/14/2024 02:48:50,15.44,0.00,,
9609,07/14/2024 02:53:50,15.36,0.00,,
9610,07/14/2024 02:58:50,15.31,0.00,,
9611,07/14/2024 03:03:50,15.36,0.00,,
9612,07/14/2024 03:08:50,15.27,0.00,,
9613,07/14/2024 03:13:50,15.23,0.00,,
9614,07/14/2024 03:18:50,15.10,0.00,,
9615,07/14/2024 03:23:50,14.97,0.00,,
9616,07/14/2024 03:28:50,14.84,0.00,,
9617,07/14/2024 03:33:50,14.84,0.00,,
9618,07/14/2024 03:38:50,14.88,0.00,,
9619,07/14/2024 03:43:50,14.88,0.00,,
9620,07/14/2024 03:48:50,14.88,0.00,,
9621,07/14/2024 03:53:50,14.80,0.00,,
9622,07/14/2024 03:58:50,14.75,0.00,,
9623,07/14/2024 04:03:50,14.63,0.00,,
9624,07/14/2024 04:08:50,14.50,0.00,,
9625,07/14/2024 04:13:50,14.45,0.00,,
9626,07/14/2024 04:18:50,14.33,0.00,,
9627,07/14/2024 04:23:50,14.33,0.00,,
9628,07/14/2024 04:28:50,14.24,0.58,,
9629,07/14/2024 04:33:50,14.11,0.39,,
9630,07/14/2024 04:38:50,14.11,0.98,,
9631,07/14/2024 04:43:50,14.15,2.16,,
9632,07/14/2024 04:48:50,14.20,4.12,,
9633,07/14/2024 04:53:50,14.20,9.03,,
9634,07/14/2024 04:58:50,14.20,18.93,,
9635,07/14/2024 05:03:50,14.20,37.97,,
9636,07/14/2024 05:08:50,14.20,73.48,,
9637,07/14/2024 05:13:50,14.15,124.84,,
9638,07/14/2024 05:18:50,14.11,200.00,,
9639,07/14/2024 05:23:50,14.11,302.00,,
9640,07/14/2024 05:28:50,14.15,425.12,,
9641,07/14/2024 05:33:50,14.20,568.96,,
9642,07/14/2024 05:38:50,14.20,730.88,,
9643,07/14/2024 05:43:50,14.28,913.92,,
9644,07/14/2024 05:48:50,14.33,1111.36,,
9645,07/14/2024 05:53:50,14.37,1305.28,,
9646,07/14/2024 05:58:50,14.50,1496.96,,
9647,07/14/2024 06:03:50,14.58,1689.60,,
9648,07/14/2024 06:08:50,14.71,1873.28,,
9649,07/14/2024 06:13:50,14.75,2040.32,,
9650,07/14/2024 06:18:50,14.75,2200.32,,
9651,07/14/2024 06:23:50,14.88,2367.36,,
9652,07/14/2024 06:28:50,15.10,2529.28,,
9653,07/14/2024 06:33:50,15.27,2696.96,,
9654,07/14/2024 06:38:50,15.36,2863.36,,
9655,07/14/2024 06:43:50,15.48,3034.88,,
9656,07/14/2024 06:48:50,15.61,3228.16,,
9657,07/14/2024 06:53:50,15.87,3526.40,,
9658,07/14/2024 06:58:50,16.39,4551.68,,
9659,07/14/2024 07:03:50,17.84,8688.64,,
9660,07/14/2024 07:08:50,19.39,9436.16,,
9661,07/14/2024 07:13:50,20.63,9556.48,,
9662,07/14/2024 07:18:50,21.66,10521.60,,
9663,07/14/2024 07:23:50,22.99,12416.00,,
9664,07/14/2024 07:28:50,24.24,13480.96,,
9665,07/14/2024 07:33:50,25.39,14668.80,,
9666,07/14/2024 07:38:50,26.64,16194.56,,
9667,07/14/2024 07:43:50,28.05,17372.16,,
9668,07/14/2024 07:48:50,29.08,18585.60,,
9669,07/14/2024 07:53:50,30.67,19763.20,,
9670,07/14/2024 07:58:50,31.49,21237.76,,
9671,07/14/2024 08:03:50,32.22,22589.44,,
9672,07/14/2024 08:08:50,32.90,24340.48,,
9673,07/14/2024 08:13:50,33.50,25640.96,,
9674,07/14/2024 08:18:50,33.59,27084.80,,
9675,07/14/2024 08:23:50,34.36,28856.32,,
9676,07/14/2024 08:28:50,35.48,30443.52,,
9677,07/14/2024 08:33:50,35.95,31549.44,,
9678,07/14/2024 08:38:50,36.38,32819.20,,
9679,07/14/2024 08:43:50,36.81,34252.80,,
9680,07/14/2024 08:48:50,36.98,35543.04,,
9681,07/14/2024 08:53:50,37.92,36515.84,,
9682,07/14/2024 08:58:50,38.48,37294.08,,
9683,07/14/2024 09:03:50,38.52,38481.92,,
9684,07/14/2024 09:08:50,39.17,39116.80,,
9685,07/14/2024 09:13:50,39.25,40253.44,,
9686,07/14/2024 09:18:50,39.64,41768.96,,
9687,07/14/2024 09:23:50,40.11,42291.20,,
9688,07/14/2024 09:28:50,40.58,43581.44,,
9689,07/14/2024 09:33:50,41.83,45527.04,,
9690,07/14/2024 09:38:50,42.68,47185.92,,
9691,07/14/2024 09:43:50,43.41,48885.76,,
9692,07/14/2024 09:48:50,43.50,48824.32,,
9693,07/14/2024 09:53:50,44.27,50442.24,,
9694,07/14/2024 09:58:50,44.74,51486.72,,
9695,07/14/2024 10:03:50,45.09,51732.48,,
9696,07/14/2024 10:08:50,45.94,52428.80,,
9697,07/14/2024 10:13:50,46.54,53145.60,,
9698,07/14/2024 10:18:50,47.06,53923.84,,
9699,07/14/2024 10:23:50,47.32,55644.16,,
9700,07/14/2024 10:28:50,47.49,54988.80,,
9701,07/14/2024 10:33:50,47.70,55930.88,,
9702,07/14/2024 10:38:50,48.09,57815.04,,
9703,07/14/2024 10:43:50,48.05,58675.20,,
9704,07/14/2024 10:48:50,48.17,60702.72,,
9705,07/14/2024 10:53:50,48.26,61214.72,,
9706,07/14/2024 10:58:50,48.35,59494.40,,
9707,07/14/2024 11:03:50,48.52,60456.96,,
9708,07/14/2024 11:08:50,49.25,60129.28,,
9709,07/14/2024 11:13:50,48.99,60784.64,,
9710,07/14/2024 11:18:50,48.65,63098.88,,
9711,07/14/2024 11:23:50,48.86,62033.92,,
9712,07/14/2024 11:28:50,49.25,63201.28,,
9713,07/14/2024 11:33:50,49.20,63016.96,,
9714,07/14/2024 11:38:50,49.72,63139.84,,
9715,07/14/2024 11:43:50,50.23,62853.12,,
9716,07/14/2024 11:48:50,50.23,62996.48,,
9717,07/14/2024 11:53:50,51.09,62648.32,,
9718,07/14/2024 11:58:50,49.12,55500.80,,
9719,07/14/2024 12:03:50,44.70,28968.96,,
9720,07/14/2024 12:08:50,41.01,26224.64,,
9721,07/14/2024 12:13:50,38.22,27361.28,,
9722,07/14/2024 12:18:50,38.31,39249.92,,
9723,07/14/2024 12:23:50,41.65,61644.80,,
9724,07/14/2024 12:28:50,45.21,62074.88,,
9725,07/14/2024 12:33:50,47.75,65167.36,,
9726,07/14/2024 12:38:50,49.03,64348.16,,
9727,07/14/2024 12:43:50,50.06,65187.84,,
9728,07/14/2024 12:48:50,51.05,65843.20,,
