#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Host Connected,Low Power Warning,Button Down,Safe Shut down Low Battery,Stopped,End of File
14420,06-15-2024 17:30:02,16.86,61.10,9.33,,,,,,,
14421,06-15-2024 17:40:02,16.90,58.11,8.63,,,,,,,
14422,06-15-2024 17:50:02,17.15,57.40,8.68,,,,,,,
14423,06-15-2024 18:00:02,17.13,58.20,8.86,,,,,,,
14424,06-15-2024 18:10:02,16.20,58.32,8.03,,,,,,,
14425,06-15-2024 18:20:02,15.69,61.25,8.26,,,,,,,
14426,06-15-2024 18:30:02,15.07,61.98,7.85,,,,,,,
14427,06-15-2024 18:40:02,15.01,60.17,7.37,,,,,,,
14428,06-15-2024 18:50:02,14.89,60.36,7.30,,,,,,,
14429,06-15-2024 19:00:02,14.77,61.31,7.41,,,,,,,
14430,06-15-2024 19:10:02,14.44,63.22,7.55,,,,,,,
14431,06-15-2024 19:20:02,14.29,62.04,7.14,,,,,,,
14432,06-15-2024 19:30:02,14.09,65.28,7.69,,,,,,,
14433,06-15-2024 19:40:02,14.07,65.66,7.75,,,,,,,
14434,06-15-2024 19:50:02,14.06,65.48,7.70,,,,,,,
14435,06-15-2024 20:00:02,13.91,65.31,7.52,,,,,,,
14436,06-15-2024 20:10:02,13.73,65.18,7.32,,,,,,,
14437,06-15-2024 20:20:02,13.49,67.34,7.57,,,,,,,
14438,06-15-2024 20:30:02,13.45,64.43,6.88,,,,,,,
14439,06-15-2024 20:40:02,13.36,65.44,7.03,,,,,,,
14440,06-15-2024 20:50:02,13.20,67.12,7.25,,,,,,,
14441,06-15-2024 21:00:02,13.36,69.12,7.83,,,,,,,
14442,06-15-2024 21:10:02,13.39,70.04,8.06,,,,,,,
14443,06-15-2024 21:20:02,13.14,70.24,7.85,,,,,,,
14444,06-15-2024 21:30:02,12.64,70.23,7.38,,,,,,,
14445,06-15-2024 21:40:02,12.13,70.80,7.00,,,,,,,
14446,06-15-2024 21:50:02,11.76,71.87,6.87,,,,,,,
14447,06-15-2024 22:00:02,11.60,73.01,6.94,,,,,,,
14448,06-15-2024 22:10:02,11.43,73.29,6.83,,,,,,,
14449,06-15-2024 22:20:02,11.41,76.32,7.40,,,,,,,
14450,06-15-2024 22:30:02,11.31,74.53,6.96,,,,,,,
14451,06-15-2024 22:40:02,11.15,75.96,7.08,,,,,,,
14452,06-15-2024 22:50:02,10.99,75.94,6.92,,,,,,,
14453,06-15-2024 23:00:02,10.80,77.29,6.99,,,,,,,
14454,06-15-2024 23:10:02,10.64,76.68,6.72,,,,,,,
14455,06-15-2024 23:20:02,10.49,77.28,6.69,,,,,,,
14456,06-15-2024 23:30:02,10.40,78.83,6.90,,,,,,,
14457,06-15-2024 23:40:02,10.35,78.33,6.75,,,,,,,
14458,06-15-2024 23:50:02,10.28,77.99,6.63,,,,,,,
14459,06-16-2024 00:00:02,10.23,79.46,6.85,,,,,,,
14460,06-16-2024 00:10:02,10.53,78.83,7.02,,,,,,,
14461,06-16-2024 00:20:02,10.81,80.02,7.51,,,,,,,
14462,06-16-2024 00:30:02,11.12,79.84,7.78,,,,,,,
14463,06-16-2024 00:40:02,11.24,80.27,7.98,,,,,,,
14464,06-16-2024 00:50:02,11.12,80.85,7.97,,,,,,,
14465,06-16-2024 01:00:02,11.43,81.22,8.34,,,,,,,
14466,06-16-2024 01:10:02,11.58,80.70,8.39,,,,,,,
14467,06-16-2024 01:20:02,11.57,80.39,8.32,,,,,,,
14468,06-16-2024 01:30:02,11.40,81.37,8.33,,,,,,,
14469,06-16-2024 01:40:02,11.32,83.47,8.64,,,,,,,
14470,06-16-2024 01:50:02,11.19,78.72,7.65,,,,,,,
14471,06-16-2024 02:00:02,11.08,79.14,7.61,,,,,,,
14472,06-16-2024 02:10:02,10.75,84.08,8.19,,,,,,,
14473,06-16-2024 02:20:02,10.55,84.42,8.05,,,,,,,
14474,06-16-2024 02:30:02,10.56,84.82,8.13,,,,,,,
14475,06-16-2024 02:40:02,10.74,85.95,8.50,,,,,,,
14476,06-16-2024 02:50:02,10.70,85.72,8.42,,,,,,,
14477,06-16-2024 03:00:02,10.75,84.73,8.30,,,,,,,
14478,06-16-2024 03:10:02,10.63,85.18,8.25,,,,,,,
14479,06-16-2024 03:20:02,10.52,84.99,8.11,,,,,,,
14480,06-16-2024 03:30:02,10.44,86.01,8.21,,,,,,,
14481,06-16-2024 03:40:02,10.12,87.07,8.08,,,,,,,
14482,06-16-2024 03:50:02,10.09,87.02,8.04,,,,,,,
14483,06-16-2024 04:00:02,9.94,88.19,8.09,,,,,,,
14484,06-16-2024 04:10:02,9.90,89.63,8.28,,,,,,,
14485,06-16-2024 04:20:02,10.14,89.06,8.43,,,,,,,
14486,06-16-2024 04:30:02,10.26,87.60,8.30,,,,,,,
14487,06-16-2024 04:40:02,10.26,87.13,8.23,,,,,,,
14488,06-16-2024 04:50:02,10.04,88.78,8.28,,,,,,,
14489,06-16-2024 05:00:02,10.11,89.30,8.44,,,,,,,
14490,06-16-2024 05:10:02,10.27,88.51,8.47,,,,,,,
14491,06-16-2024 05:20:02,10.11,87.69,8.17,,,,,,,
14492,06-16-2024 05:30:02,10.10,87.81,8.18,,,,,,,
14493,06-16-2024 05:40:02,9.97,88.04,8.09,,,,,,,
14494,06-16-2024 05:50:02,9.86,88.54,8.07,,,,,,,
14495,06-16-2024 06:00:02,9.81,88.98,8.09,,,,,,,
14496,06-16-2024 06:10:02,9.96,89.28,8.29,,,,,,,
14497,06-16-2024 06:20:02,10.31,89.36,8.65,,,,,,,
14498,06-16-2024 06:30:02,10.25,88.11,8.38,,,,,,,
14499,06-16-2024 06:40:02,10.40,89.06,8.69,,,,,,,
14500,06-16-2024 06:50:02,10.75,86.96,8.68,,,,,,,
14501,06-16-2024 07:00:02,10.86,87.03,8.80,,,,,,,
14502,06-16-2024 07:10:02,10.85,86.81,8.75,,,,,,,
14503,06-16-2024 07:20:02,10.85,86.83,8.76,,,,,,,
14504,06-16-2024 07:30:02,10.86,87.21,8.83,,,,,,,
14505,06-16-2024 07:40:02,10.86,87.29,8.84,,,,,,,
14506,06-16-2024 07:50:02,10.98,86.43,8.81,,,,,,,
14507,06-16-2024 08:00:02,11.02,87.74,9.08,,,,,,,
14508,06-16-2024 08:10:02,11.36,85.95,9.10,,,,,,,
14509,06-16-2024 08:20:02,11.58,85.70,9.28,,,,,,,
14510,06-16-2024 08:30:02,11.70,85.29,9.32,,,,,,,
14511,06-16-2024 08:40:02,11.70,84.46,9.18,,,,,,,
14512,06-16-2024 08:50:02,11.83,84.00,9.22,,,,,,,
14513,06-16-2024 09:00:02,11.86,84.89,9.41,,,,,,,
14514,06-16-2024 09:10:02,11.86,85.51,9.52,,,,,,,
14515,06-16-2024 09:20:02,11.91,85.67,9.60,,,,,,,
14516,06-16-2024 09:30:02,12.14,85.61,9.81,,,,,,,
14517,06-16-2024 09:40:02,12.33,85.22,9.93,,,,,,,
14518,06-16-2024 09:50:02,12.45,83.40,9.73,,,,,,,
14519,06-16-2024 10:00:02,12.36,83.22,9.61,,,,,,,
14520,06-16-2024 10:10:02,12.47,82.83,9.65,,,,,,,
14521,06-16-2024 10:20:02,12.66,83.45,9.95,,,,,,,
14522,06-16-2024 10:30:02,13.10,83.78,10.44,,,,,,,
14523,06-16-2024 10:40:02,13.46,81.66,10.40,,,,,,,
14524,06-16-2024 10:50:02,13.58,82.64,10.69,,,,,,,
14525,06-16-2024 11:00:02,13.25,80.70,10.02,,,,,,,
14526,06-16-2024 11:10:02,12.67,84.14,10.08,,,,,,,
14527,06-16-2024 11:20:02,12.77,83.62,10.08,,,,,,,
14528,06-16-2024 11:30:02,12.57,83.20,9.81,,,,,,,
14529,06-16-2024 11:40:02,12.62,86.66,10.47,,,,,,,
14530,06-16-2024 11:50:02,12.59,85.40,10.22,,,,,,,
14531,06-16-2024 12:00:02,12.82,83.63,10.14,,,,,,,
14532,06-16-2024 12:10:02,13.25,83.83,10.59,,,,,,,
14533,06-16-2024 12:20:02,13.80,83.45,11.06,,,,,,,
14534,06-16-2024 12:30:02,13.98,83.84,11.31,,,,,,,
14535,06-16-2024 12:40:02,14.83,78.07,11.06,,,,,,,
14536,06-16-2024 12:50:02,15.17,78.94,11.56,,,,,,,
14537,06-16-2024 13:00:02,15.39,77.15,11.42,,,,,,,
14538,06-16-2024 13:10:02,14.89,79.58,11.41,,,,,,,
14539,06-16-2024 13:20:02,15.02,77.56,11.15,,,,,,,
14540,06-16-2024 13:30:02,14.82,76.19,10.68,,,,,,,
14541,06-16-2024 13:40:02,14.62,77.07,10.66,,,,,,,
14542,06-16-2024 13:50:02,14.75,78.87,11.14,,,,,,,
14543,06-16-2024 14:00:02,14.25,76.76,10.24,,,,,,,
14544,06-16-2024 14:10:02,14.24,80.08,10.87,,,,,,,
14545,06-16-2024 14:20:02,13.69,81.79,10.65,,,,,,,
14546,06-16-2024 14:30:02,13.62,80.15,10.28,,,,,,,
14547,06-16-2024 14:40:02,13.73,80.28,10.40,,,,,,,
14548,06-16-2024 14:50:02,14.18,82.05,11.17,,,,,,,
14549,06-16-2024 15:00:02,14.58,78.03,10.81,,,,,,,
14550,06-16-2024 15:10:02,15.40,76.90,11.38,,,,,,,
14551,06-16-2024 15:20:02,15.83,72.61,10.93,,,,,,,
14552,06-16-2024 15:30:02,15.92,72.45,10.99,,,,,,,
14553,06-16-2024 15:40:02,15.63,73.24,10.88,,,,,,,
14554,06-16-2024 15:50:02,15.99,74.39,11.45,,,,,,,
14555,06-16-2024 16:00:02,16.17,73.32,11.41,,,,,,,
14556,06-16-2024 16:10:02,16.94,67.97,11.01,,,,,,,
14557,06-16-2024 16:20:02,17.09,66.09,10.73,,,,,,,
14558,06-16-2024 16:30:02,16.88,68.13,10.98,,,,,,,
14559,06-16-2024 16:40:02,17.16,65.46,10.65,,,,,,,
14560,06-16-2024 16:50:02,16.72,67.09,10.60,,,,,,,
14561,06-16-2024 17:00:02,16.60,66.56,10.37,,,,,,,
14562,06-16-2024 17:10:02,16.66,64.96,10.06,,,,,,,
14563,06-16-2024 17:20:02,16.41,68.09,10.52,,,,,,,
14564,06-16-2024 17:30:02,15.91,66.72,9.75,,,,,,,
14565,06-16-2024 17:40:02,15.25,70.13,9.86,,,,,,,
14566,06-16-2024 17:50:02,15.13,67.97,9.28,,,,,,,
14567,06-16-2024 18:00:02,15.08,71.28,9.93,,,,,,,
14568,06-16-2024 18:10:02,15.13,68.95,9.49,,,,,,,
14569,06-16-2024 18:20:02,15.11,70.13,9.72,,,,,,,
14570,06-16-2024 18:30:02,15.23,71.93,10.21,,,,,,,
14571,06-16-2024 18:40:02,15.41,67.77,9.50,,,,,,,
14572,06-16-2024 18:50:02,15.52,69.18,9.91,,,,,,,
14573,06-16-2024 19:00:02,15.56,66.25,9.31,,,,,,,
14574,06-16-2024 19:10:02,15.32,67.49,9.36,,,,,,,
14575,06-16-2024 19:20:02,14.80,71.98,9.81,,,,,,,
14576,06-16-2024 19:30:02,14.71,72.57,9.85,,,,,,,
14577,06-16-2024 19:40:02,14.80,69.91,9.38,,,,,,,
14578,06-16-2024 19:50:02,14.59,71.07,9.42,,,,,,,
14579,06-16-2024 20:00:02,14.35,71.41,9.26,,,,,,,
14580,06-16-2024 20:10:02,14.11,71.43,9.04,,,,,,,
14581,06-16-2024 20:20:02,13.65,76.35,9.58,,,,,,,
14582,06-16-2024 20:30:02,13.36,76.61,9.35,,,,,,,
14583,06-16-2024 20:40:02,13.22,76.84,9.26,,,,,,,
14584,06-16-2024 20:50:02,13.24,75.47,9.01,,,,,,,
14585,06-16-2024 21:00:02,12.94,79.32,9.46,,,,,,,
14586,06-16-2024 21:10:02,12.55,81.52,9.48,,,,,,,
14587,06-16-2024 21:20:02,12.32,81.61,9.28,,,,,,,
14588,06-16-2024 21:30:02,12.43,79.43,8.98,,,,,,,
14589,06-16-2024 21:40:02,12.61,80.35,9.33,,,,,,,
14590,06-16-2024 21:50:02,12.61,80.54,9.36,,,,,,,
14591,06-16-2024 22:00:02,12.31,82.14,9.36,,,,,,,
14592,06-16-2024 22:10:02,12.08,81.66,9.06,,,,,,,
14593,06-16-2024 22:20:02,11.84,82.98,9.05,,,,,,,
14594,06-16-2024 22:30:02,11.83,83.58,9.15,,,,,,,
14595,06-16-2024 22:40:02,11.86,83.30,9.13,,,,,,,
14596,06-16-2024 22:50:02,11.73,83.89,9.11,,,,,,,
14597,06-16-2024 23:00:02,11.49,85.50,9.16,,,,,,,
14598,06-16-2024 23:10:02,11.40,86.00,9.15,,,,,,,
14599,06-16-2024 23:20:02,11.26,85.01,8.84,,,,,,,
14600,06-16-2024 23:30:02,11.16,84.92,8.73,,,,,,,
14601,06-16-2024 23:40:02,11.00,85.48,8.67,,,,,,,
14602,06-16-2024 23:50:02,11.00,86.55,8.86,,,,,,,
14603,06-17-2024 00:00:02,10.86,86.31,8.68,,,,,,,
14604,06-17-2024 00:10:02,10.80,86.78,8.69,,,,,,,
14605,06-17-2024 00:20:02,10.85,85.94,8.60,,,,,,,
14606,06-17-2024 00:30:02,11.05,87.19,9.02,,,,,,,
14607,06-17-2024 00:40:02,11.09,87.91,9.17,,,,,,,
14608,06-17-2024 00:50:02,11.10,88.06,9.21,,,,,,,
14609,06-17-2024 01:00:02,11.23,89.32,9.55,,,,,,,
14610,06-17-2024 01:10:02,11.44,88.29,9.59,,,,,,,
14611,06-17-2024 01:20:02,11.53,88.17,9.65,,,,,,,
14612,06-17-2024 01:30:02,11.60,87.41,9.59,,,,,,,
14613,06-17-2024 01:40:02,11.68,86.10,9.44,,,,,,,
14614,06-17-2024 01:50:02,11.71,85.73,9.41,,,,,,,
14615,06-17-2024 02:00:02,11.47,85.74,9.18,,,,,,,
14616,06-17-2024 02:10:02,11.36,86.54,9.20,,,,,,,
14617,06-17-2024 02:20:02,11.39,87.07,9.33,,,,,,,
14618,06-17-2024 02:30:02,11.44,86.31,9.25,,,,,,,
14619,06-17-2024 02:40:02,11.43,86.30,9.23,,,,,,,
14620,06-17-2024 02:50:02,11.42,85.84,9.15,,,,,,,
14621,06-17-2024 03:00:02,11.43,85.69,9.13,,,,,,,
14622,06-17-2024 03:10:02,11.46,86.15,9.24,,,,,,,
14623,06-17-2024 03:20:02,11.41,85.91,9.15,,,,,,,
14624,06-17-2024 03:30:02,11.46,85.41,9.11,,,,,,,
14625,06-17-2024 03:40:02,11.51,85.52,9.17,,,,,,,
14626,06-17-2024 03:50:02,11.39,85.91,9.13,,,,,,,
14627,06-17-2024 04:00:02,11.34,85.33,8.98,,,,,,,
14628,06-17-2024 04:10:02,11.26,85.84,8.99,,,,,,,
14629,06-17-2024 04:20:02,11.32,85.27,8.95,,,,,,,
14630,06-17-2024 04:30:02,11.36,83.33,8.64,,,,,,,
14631,06-17-2024 04:40:02,11.45,82.70,8.63,,,,,,,
14632,06-17-2024 04:50:02,11.42,82.38,8.54,,,,,,,
14633,06-17-2024 05:00:02,11.38,83.03,8.61,,,,,,,
14634,06-17-2024 05:10:02,11.40,83.16,8.65,,,,,,,
14635,06-17-2024 05:20:02,11.47,83.21,8.74,,,,,,,
14636,06-17-2024 05:30:02,11.46,84.07,8.88,,,,,,,
14637,06-17-2024 05:40:02,11.53,84.72,9.06,,,,,,,
14638,06-17-2024 05:50:02,11.46,84.76,9.00,,,,,,,
14639,06-17-2024 06:00:02,11.51,85.28,9.13,,,,,,,
14640,06-17-2024 06:10:02,11.56,85.89,9.29,,,,,,,
14641,06-17-2024 06:20:02,11.68,85.35,9.31,,,,,,,
14642,06-17-2024 06:30:02,11.70,85.13,9.30,,,,,,,
14643,06-17-2024 06:40:02,11.75,84.88,9.30,,,,,,,
14644,06-17-2024 06:50:02,11.82,84.67,9.33,,,,,,,
14645,06-17-2024 07:00:02,11.86,84.87,9.41,,,,,,,
14646,06-17-2024 07:10:02,11.85,83.83,9.22,,,,,,,
14647,06-17-2024 07:20:02,11.89,84.56,9.39,,,,,,,
14648,06-17-2024 07:30:02,11.93,83.99,9.33,,,,,,,
14649,06-17-2024 07:40:02,11.97,84.94,9.53,,,,,,,
14650,06-17-2024 07:50:02,12.00,85.14,9.59,,,,,,,
14651,06-17-2024 08:00:02,12.13,84.87,9.67,,,,,,,
14652,06-17-2024 08:10:02,12.17,85.23,9.78,,,,,,,
14653,06-17-2024 08:20:02,12.19,85.46,9.84,,,,,,,
14654,06-17-2024 08:30:02,12.30,85.59,9.97,,,,,,,
14655,06-17-2024 08:40:02,12.38,85.96,10.12,,,,,,,
14656,06-17-2024 08:50:02,12.42,86.33,10.21,,,,,,,
14657,06-17-2024 09:00:02,12.30,87.50,10.30,,,,,,,
14658,06-17-2024 09:10:02,12.34,87.36,10.31,,,,,,,
14659,06-17-2024 09:20:02,12.30,88.01,10.38,,,,,,,
14660,06-17-2024 09:30:02,12.37,88.43,10.53,,,,,,,
14661,06-17-2024 09:40:02,12.47,87.89,10.53,,,,,,,
14662,06-17-2024 09:50:02,12.65,88.27,10.78,,,,,,,
14663,06-17-2024 10:00:02,12.75,87.32,10.71,,,,,,,
14664,06-17-2024 10:10:02,12.79,85.63,10.46,,,,,,,
14665,06-17-2024 10:20:02,12.78,87.68,10.80,,,,,,,
14666,06-17-2024 10:30:02,12.80,85.76,10.49,,,,,,,
14667,06-17-2024 10:40:02,13.01,86.04,10.74,,,,,,,
14668,06-17-2024 10:50:02,13.63,85.75,11.30,,,,,,,
14669,06-17-2024 11:00:02,14.14,83.92,11.48,,,,,,,
14670,06-17-2024 11:10:02,14.56,80.05,11.18,,,,,,,
14671,06-17-2024 11:20:02,15.06,80.85,11.81,,,,,,,
14672,06-17-2024 11:30:02,15.19,80.84,11.94,,,,,,,
14673,06-17-2024 11:40:02,15.02,80.14,11.64,,,,,,,
14674,06-17-2024 11:50:02,14.84,81.09,11.64,,,,,,,
14675,06-17-2024 12:00:02,14.78,81.39,11.64,,,,,,,
14676,06-17-2024 12:10:02,14.75,81.84,11.70,,,,,,,
14677,06-17-2024 12:20:02,15.15,75.77,10.92,,,,,,,
14678,06-17-2024 12:30:02,15.59,79.97,12.17,,,,,,,
14679,06-17-2024 12:40:02,16.25,76.88,12.20,,,,,,,
14680,06-17-2024 12:50:02,16.48,73.71,11.79,,,,,,,
14681,06-17-2024 13:00:02,16.94,72.68,12.02,,,,,,,
14682,06-17-2024 13:10:02,17.21,74.44,12.64,,,,,,,
14683,06-17-2024 13:20:02,17.78,72.84,12.86,,,,,,,
14684,06-17-2024 13:30:02,18.64,69.72,13.01,,,,,,,
14685,06-17-2024 13:40:02,19.11,69.04,13.32,,,,,,,
14686,06-17-2024 13:50:02,18.78,66.84,12.50,,,,,,,
14687,06-17-2024 14:00:02,18.79,65.73,12.26,,,,,,,
14688,06-17-2024 14:10:02,18.69,67.49,12.57,,,,,,,
14689,06-17-2024 14:20:02,18.36,69.25,12.64,,,,,,,
14690,06-17-2024 14:30:02,18.13,69.50,12.48,,,,,,,
14691,06-17-2024 14:40:02,18.72,69.80,13.11,,,,,,,
14692,06-17-2024 14:50:02,19.43,65.17,12.74,,,,,,,
14693,06-17-2024 15:00:02,19.60,64.50,12.74,,,,,,,
14694,06-17-2024 15:10:02,20.42,64.71,13.57,,,,,,,
14695,06-17-2024 15:20:02,21.44,62.45,13.99,,,,,,,
14696,06-17-2024 15:30:02,21.92,61.14,14.11,,,,,,,
14697,06-17-2024 15:40:02,22.48,57.11,13.59,,,,,,,
14698,06-17-2024 15:50:02,21.70,58.07,13.12,,,,,,,
14699,06-17-2024 16:00:02,21.30,59.94,13.22,,,,,,,
14700,06-17-2024 16:10:02,20.54,60.33,12.61,,,,,,,
14701,06-17-2024 16:20:02,19.51,60.66,11.72,,,,,,,
14702,06-17-2024 16:30:02,19.39,65.68,12.82,,,,,,,
14703,06-17-2024 16:40:02,19.28,63.74,12.26,,,,,,,
14704,06-17-2024 16:50:02,19.56,62.80,12.30,,,,,,,
14705,06-17-2024 17:00:02,19.35,63.72,12.32,,,,,,,
14706,06-17-2024 17:10:02,19.50,63.04,12.29,,,,,,,
14707,06-17-2024 17:20:02,19.20,64.45,12.35,,,,,,,
14708,06-17-2024 17:30:02,18.88,63.01,11.71,,,,,,,
14709,06-17-2024 17:40:02,18.44,63.95,11.52,,,,,,,
14710,06-17-2024 17:50:02,18.34,65.29,11.73,,,,,,,
14711,06-17-2024 18:00:02,18.06,64.56,11.29,,,,,,,
14712,06-17-2024 18:10:02,17.85,66.47,11.54,,,,,,,
14713,06-17-2024 18:20:02,17.81,69.24,12.12,,,,,,,
14714,06-17-2024 18:30:02,17.43,69.32,11.77,,,,,,,
14715,06-17-2024 18:40:02,17.33,70.30,11.89,,,,,,,
14716,06-17-2024 18:50:02,17.30,69.39,11.66,,,,,,,
14717,06-17-2024 19:00:02,17.25,69.82,11.71,,,,,,,
14718,06-17-2024 19:10:02,17.13,69.17,11.45,,,,,,,
14719,06-17-2024 19:20:02,16.96,69.48,11.36,,,,,,,
14720,06-17-2024 19:30:02,16.80,68.73,11.04,,,,,,,
14721,06-17-2024 19:40:02,16.67,70.08,11.21,,,,,,,
14722,06-17-2024 19:50:02,16.47,69.64,10.92,,,,,,,
14723,06-17-2024 20:00:02,16.24,69.88,10.75,,,,,,,
14724,06-17-2024 20:10:02,15.99,69.94,10.52,,,,,,,
14725,06-17-2024 20:20:02,15.76,71.54,10.65,,,,,,,
14726,06-17-2024 20:30:02,15.66,71.49,10.53,,,,,,,
14727,06-17-2024 20:40:02,15.51,71.17,10.32,,,,,,,
14728,06-17-2024 20:50:02,15.38,72.45,10.47,,,,,,,
14729,06-17-2024 21:00:02,15.25,72.31,10.31,,,,,,,
14730,06-17-2024 21:10:02,15.09,72.61,10.22,,,,,,,
14731,06-17-2024 21:20:02,14.96,72.41,10.05,,,,,,,
14732,06-17-2024 21:30:02,14.64,70.75,9.40,,,,,,,
14733,06-17-2024 21:40:02,14.59,72.48,9.72,,,,,,,
14734,06-17-2024 21:50:02,14.48,72.32,9.57,,,,,,,
14735,06-17-2024 22:00:02,14.37,74.52,9.91,,,,,,,
14736,06-17-2024 22:10:02,14.30,74.82,9.91,,,,,,,
14737,06-17-2024 22:20:02,14.12,74.77,9.73,,,,,,,
14738,06-17-2024 22:30:02,14.06,75.76,9.86,,,,,,,
14739,06-17-2024 22:40:02,14.19,75.13,9.86,,,,,,,
14740,06-17-2024 22:50:02,14.15,75.72,9.95,,,,,,,
14741,06-17-2024 23:00:02,14.07,76.09,9.94,,,,,,,
14742,06-17-2024 23:10:02,14.07,76.52,10.02,,,,,,,
14743,06-17-2024 23:20:02,13.97,78.23,10.26,,,,,,,
14744,06-17-2024 23:30:02,13.93,77.35,10.05,,,,,,,
14745,06-17-2024 23:40:02,13.94,76.54,9.90,,,,,,,
14746,06-17-2024 23:50:02,13.98,75.89,9.81,,,,,,,
14747,06-18-2024 00:00:02,13.94,75.58,9.71,,,,,,,
14748,06-18-2024 00:10:02,13.91,75.30,9.62,,,,,,,
14749,06-18-2024 00:20:02,13.85,75.57,9.63,,,,,,,
14750,06-18-2024 00:30:02,13.81,75.06,9.48,,,,,,,
14751,06-18-2024 00:40:02,13.74,76.99,9.79,,,,,,,
14752,06-18-2024 00:50:02,13.44,78.04,9.70,,,,,,,
14753,06-18-2024 01:00:02,13.52,76.94,9.57,,,,,,,
14754,06-18-2024 01:10:02,13.49,77.67,9.68,,,,,,,
14755,06-18-2024 01:20:02,13.37,77.60,9.55,,,,,,,
14756,06-18-2024 01:30:02,13.40,76.91,9.45,,,,,,,
14757,06-18-2024 01:40:02,13.39,76.52,9.36,,,,,,,
14758,06-18-2024 01:50:02,13.34,76.17,9.24,,,,,,,
14759,06-18-2024 02:00:02,13.23,77.10,9.32,,,,,,,
14760,06-18-2024 02:10:02,13.22,77.23,9.34,,,,,,,
14761,06-18-2024 02:20:02,13.14,77.45,9.29,,,,,,,
14762,06-18-2024 02:30:02,13.04,77.61,9.23,,,,,,,
14763,06-18-2024 02:40:02,12.97,78.34,9.31,,,,,,,
14764,06-18-2024 02:50:02,12.93,77.92,9.19,,,,,,,
14765,06-18-2024 03:00:02,12.88,77.88,9.13,,,,,,,
14766,06-18-2024 03:10:02,12.78,77.84,9.03,,,,,,,
14767,06-18-2024 03:20:02,12.71,79.05,9.18,,,,,,,
14768,06-18-2024 03:30:02,12.65,77.90,8.91,,,,,,,
14769,06-18-2024 03:40:02,12.60,78.01,8.88,,,,,,,
14770,06-18-2024 03:50:02,12.60,78.29,8.93,,,,,,,
14771,06-18-2024 04:00:02,12.49,77.31,8.64,,,,,,,
14772,06-18-2024 04:10:02,12.50,77.53,8.70,,,,,,,
14773,06-18-2024 04:20:02,12.43,77.34,8.59,,,,,,,
14774,06-18-2024 04:30:02,12.37,77.87,8.64,,,,,,,
14775,06-18-2024 04:40:02,12.32,77.62,8.54,,,,,,,
14776,06-18-2024 04:50:02,12.30,77.54,8.50,,,,,,,
14777,06-18-2024 05:00:02,12.28,77.39,8.45,,,,,,,
14778,06-18-2024 05:10:02,12.25,78.99,8.72,,,,,,,
14779,06-18-2024 05:20:02,12.18,78.19,8.51,,,,,,,
14780,06-18-2024 05:30:02,12.07,79.64,8.67,,,,,,,
14781,06-18-2024 05:40:02,12.04,80.76,8.85,,,,,,,
14782,06-18-2024 05:50:02,12.12,80.35,8.85,,,,,,,
14783,06-18-2024 06:00:02,12.12,80.41,8.86,,,,,,,
14784,06-18-2024 06:10:02,12.04,81.35,8.96,,,,,,,
14785,06-18-2024 06:20:02,12.11,82.46,9.22,,,,,,,
14786,06-18-2024 06:30:02,12.26,82.13,9.31,,,,,,,
14787,06-18-2024 06:40:02,12.37,81.32,9.28,,,,,,,
14788,06-18-2024 06:50:02,12.51,81.69,9.48,,,,,,,
14789,06-18-2024 07:00:02,12.66,80.12,9.34,,,,,,,
14790,06-18-2024 07:10:02,12.76,80.77,9.55,,,,,,,
14791,06-18-2024 07:20:02,12.90,79.94,9.54,,,,,,,
14792,06-18-2024 07:30:02,13.07,77.86,9.31,,,,,,,
14793,06-18-2024 07:40:02,13.34,77.45,9.49,,,,,,,
14794,06-18-2024 07:50:02,13.50,76.38,9.44,,,,,,,
14795,06-18-2024 08:00:02,13.69,77.26,9.80,,,,,,,
14796,06-18-2024 08:10:02,13.58,78.06,9.84,,,,,,,
14797,06-18-2024 08:20:02,13.65,76.35,9.58,,,,,,,
14798,06-18-2024 08:30:02,13.80,76.42,9.74,,,,,,,
14799,06-18-2024 08:40:02,14.18,75.67,9.96,,,,,,,
14800,06-18-2024 08:50:02,14.72,75.15,10.38,,,,,,,
14801,06-18-2024 09:00:02,15.47,72.28,10.52,,,,,,,
14802,06-18-2024 09:10:02,15.95,69.91,10.48,,,,,,,
14803,06-18-2024 09:20:02,16.84,69.65,11.27,,,,,,,
14804,06-18-2024 09:30:02,17.36,67.22,11.24,,,,,,,
14805,06-18-2024 09:40:02,18.38,67.15,12.20,,,,,,,
14806,06-18-2024 09:50:02,18.09,65.05,11.44,,,,,,,
14807,06-18-2024 10:00:02,18.97,65.38,12.35,,,,,,,
14808,06-18-2024 10:10:02,19.09,62.30,11.73,,,,,,,
14809,06-18-2024 10:20:02,18.66,60.53,10.89,,,,,,,
14810,06-18-2024 10:30:02,17.95,63.06,10.84,,,,,,,
14811,06-18-2024 10:40:02,18.09,64.39,11.28,,,,,,,
14812,06-18-2024 10:50:02,18.61,63.34,11.52,,,,,,,
14813,06-18-2024 11:00:02,18.87,65.01,12.17,,,,,,,
14814,06-18-2024 11:10:02,20.19,63.83,13.15,,,,,,,
14815,06-18-2024 11:20:02,20.63,59.21,12.41,,,,,,,
14816,06-18-2024 11:30:02,19.60,62.13,12.18,,,,,,,
